dataset: X
instance: SA4
+-----------+
2D Packing Heuristic in Truck P206056201
Min2DVol: 32.41805999999999 [m2]
Stack 0 with items: ['0090017100_14062023027385', '0090017100_14062023027385', '0090017100_14062023027385']
Stack 1 with items: ['0090017100_14062023027385', '0090017100_14062023027385', '0090017100_14062023027385']
Stack 2 with items: ['0090017100_14062023018644', '0090017100_14062023018644', '0090017100_14062023018644']
Stack 3 with items: ['0090017100_14062023015344', '0090017100_14062023015344', '0090017100_14062023015344']
Stack 4 with items: ['0090017100_14062023015344', '0090017100_14062023015344', '0090017100_14062023015344']
Stack 5 with items: ['0090017100_14062023015344', '0090017100_14062023015344', '0090017100_14062023015344']
Stack 6 with items: ['0090017100_14062023015344', '0090017100_14062023015344', '0090017100_14062023015344']
Stack 7 with items: ['0090017100_14062023015344', '0090017100_14062023015344', '0090017100_14062023015344']
Stack 8 with items: ['0090017100_14062023015344', '0090017100_14062023015344', '0090017100_14062023015344']
Stack 9 with items: ['0090017100_14062023015344', '0090017100_14062023015344', '0090017100_14062023015344']
Stack 10 with items: ['0090017100_14062023015344', '0090017100_14062023015344', '0090017100_14062023015344']
Stack 11 with items: ['0090017100_14062023002211', '0090017100_14062023002211', '0090017100_14062023002211']
Stack 12 with items: ['0090017100_14062023002211', '0090017100_14062023002211', '0090017100_14062023002211']
Stack 13 with items: ['0090017100_14062023002211', '0090017100_14062023002211', '0090017100_14062023002211']
Stack 14 with items: ['0090017100_14062023002211', '0090017100_14062023002211', '0090017100_14062023002211']
Stack 15 with items: ['0090017100_14062023002211', '0090017100_14062023002211', '0090017100_14062023002211']
Stack 16 with items: ['0090017100_14062023002211', '0090017100_14062023002211', '0090017100_14062023002211']
Stack 17 with items: ['0090017100_14062023001635', '0090017100_14062023001635', '0090017100_14062023001635']
Stack 18 with items: ['0090017100_14062023001635', '0090017100_14062023001635', '0090017100_14062023001635']
Stack 19 with items: ['0090017100_14062023001635', '0090017100_14062023001635', '0090017100_14062023001635']
Stack 20 with items: ['0090017100_14062023001635', '0090017100_14062023001635', '0090017100_14062023001635']
Stack 21 with items: ['0090017100_14062023001635', '0090017100_14062023001635', '0090017100_14062023001635']
Stack 22 with items: ['0090017100_14062023001635', '0090017100_14062023001635', '0090017100_14062023001635']
Stack 23 with items: ['0090017100_14062023001635', '0090017100_14062023001635', '0090017100_14062023001635']
Stack 24 with items: ['0090017100_14062023001635', '0090017100_14062023001635', '0090017100_14062023001635']
Stack 25 with items: ['0090017100_14062023001635', '0090017100_14062023001635', '0090017100_14062023001635']
Stack 26 with items: ['0090017100_14062023009545', '0090017100_14062023025894', '0090017100_14062023029043']
Stacks not packed:
Stack 25 missing: ['0090017100_14062023001635', '0090017100_14062023001635', '0090017100_14062023001635']
