dataset: C
instance: FL2
+-----------+
2D Packing Heuristic in Truck P069230701
Min2DVol: 28.79999999999999 [m2]
Stack 0 with items: ['0090015100_28022023006206', '0090015100_28022023006206', '0090015100_28022023006206']
Stack 1 with items: ['0090015100_28022023006206', '0090015100_28022023006206', '0090015100_28022023006206']
Stack 2 with items: ['0090015100_28022023006206', '0090015100_28022023006206', '0090015100_28022023006206']
Stack 3 with items: ['0090015100_28022023006206', '0090015100_28022023006206', '0090015100_28022023006206']
Stack 4 with items: ['0090015100_28022023006206', '0090015100_28022023006206', '0090015100_28022023006206']
Stack 5 with items: ['0090015100_28022023006206', '0090015100_28022023006206', '0090015100_28022023006206']
Stack 6 with items: ['0090015100_28022023006206', '0090015100_28022023006206', '0090015100_28022023006206']
Stack 7 with items: ['0090015100_28022023006206', '0090015100_28022023006206', '0090015100_28022023006206']
Stack 8 with items: ['0090015100_28022023006206', '0090015100_28022023003877', '0090015100_28022023003295']
Stack 9 with items: ['0090015100_28022023001692', '0090015100_28022023001692', '0090015100_28022023001692']
Stack 10 with items: ['0090015100_28022023001692', '0090015100_28022023001692', '0090015100_28022023001692']
Stack 11 with items: ['0090015100_28022023001692', '0090015100_28022023001692', '0090015100_28022023001692']
Stack 12 with items: ['0090015100_28022023001692', '0090015100_28022023001692', '0090015100_28022023001692']
Stack 13 with items: ['0090015100_28022023001692', '0090015100_28022023001692', '0090015100_28022023001692']
Stack 14 with items: ['0090015100_28022023001692', '0090015100_28022023001692', '0090015100_28022023001692']
Stack 15 with items: ['0090015100_28022023001692', '0090015100_28022023001692', '0090015100_28022023001692']
Stack 16 with items: ['0090015100_28022023001692', '0090015100_28022023001692', '0090015100_28022023001692']
Stack 17 with items: ['0090015100_28022023001692']
Stack 18 with items: ['0090015100_28022023003458', '0090015100_28022023003458', '0090015100_28022023003458']
Stack 19 with items: ['0090015100_28022023003458', '0090015100_28022023003458', '0090015100_28022023003458']
Stack 20 with items: ['0090015100_28022023003458', '0090015100_28022023003458', '0090015100_28022023003458']
Stack 21 with items: ['0090015100_28022023003458', '0090015100_28022023003458', '0090015100_28022023003458']
Stack 22 with items: ['0090015100_28022023003458', '0090015100_28022023003458', '0090015100_28022023003458']
Stack 23 with items: ['0090015100_28022023003458', '0090015100_28022023003458', '0090015100_28022023003458']
Heuristic packed all stacks
