dataset: X
instance: MT3
+-----------+
2D Packing Heuristic in Truck P188648701
Min2DVol: 28.79999999999999 [m2]
Stack 0 with items: ['0091017700_08062023004854', '0091017700_08062023004854', '0091017700_08062023004854']
Stack 1 with items: ['0091017700_08062023004854', '0091017700_08062023004854', '0091017700_08062023004854']
Stack 2 with items: ['0091017700_08062023004854', '0091017700_08062023004854', '0091017700_08062023004854']
Stack 3 with items: ['0091017700_08062023004854', '0091017700_08062023004854', '0091017700_08062023004854']
Stack 4 with items: ['0091017700_08062023004854', '0091017700_08062023004854', '0091017700_08062023004854']
Stack 5 with items: ['0091017700_08062023004854', '0091017700_08062023002870', '0091017700_08062023004854']
Stack 6 with items: ['0091017700_08062023002870', '0091017700_08062023002870', '0091017700_08062023002870']
Stack 7 with items: ['0091017700_08062023002870', '0091017700_08062023002870', '0091017700_08062023002870']
Stack 8 with items: ['0091017700_08062023002870', '0091017700_08062023002870', '0091017700_08062023002870']
Stack 9 with items: ['0091017700_08062023004090', '0091017700_08062023004090']
Stack 10 with items: ['0091017700_08062023004090', '0091017700_08062023004090']
Stack 11 with items: ['0091017700_08062023004090', '0091017700_08062023004090']
Stack 12 with items: ['0091017700_08062023004090', '0091017700_08062023004090']
Stack 13 with items: ['0091017700_08062023004090', '0091017700_08062023004090']
Stack 14 with items: ['0091017700_08062023004090', '0091017700_08062023004090']
Stack 15 with items: ['0091017700_08062023004090', '0091017700_08062023004090']
Stack 16 with items: ['0091017700_08062023004090', '0091017700_08062023004090']
Stack 17 with items: ['0091017700_08062023004090', '0091017700_08062023004090']
Stack 18 with items: ['0091017700_08062023004090', '0091017700_08062023004090']
Stack 19 with items: ['0091017700_08062023004090', '0091017700_08062023004090']
Stack 20 with items: ['0091017700_08062023004090', '0091017700_08062023004090']
Stack 21 with items: ['0091017700_08062023004090', '0091017700_08062023004090']
Stack 22 with items: ['0091017700_08062023004090', '0091017700_08062023003251']
Stack 23 with items: ['0091017700_08062023003251', '0091017700_08062023000993']
Heuristic packed all stacks
