dataset: X
instance: BY2
+-----------+
2D Packing Heuristic in Truck P188069003
Min2DVol: 27.35999999999999 [m2]
Stack 0 with items: ['0090016900_08062023002964']
Stack 1 with items: ['0090016900_08062023033109']
Stack 2 with items: ['0090016900_08062023035218']
Stack 3 with items: ['0090016900_08062023035218']
Stack 4 with items: ['0090016900_08062023045397', '0090016900_08062023045397']
Stack 5 with items: ['0090016900_08062023045397', '0090016900_08062023045397']
Stack 6 with items: ['0090016900_08062023045397', '0090016900_08062023045397']
Stack 7 with items: ['0090016900_08062023045397', '0090016900_08062023045397']
Stack 8 with items: ['0090016900_08062023040962', '0090016900_08062023040962']
Stack 9 with items: ['0090016900_08062023040962', '0090016900_08062023040962']
Stack 10 with items: ['0090016900_08062023040962', '0090016900_08062023040962']
Stack 11 with items: ['0090016900_08062023040962', '0090016900_08062023040962']
Stack 12 with items: ['0090016900_08062023033697', '0090016900_08062023033697']
Stack 13 with items: ['0090016900_08062023033697', '0090016900_08062023033697']
Stack 14 with items: ['0090016900_08062023033697', '0090016900_08062023033697']
Stack 15 with items: ['0090016900_08062023033697', '0090016900_08062023033697']
Stack 16 with items: ['0090016900_08062023033697', '0090016900_08062023033697']
Stack 17 with items: ['0090016900_08062023033697', '0090016900_08062023032318']
Stack 18 with items: ['0090016900_08062023024273', '0090016900_08062023024273']
Stack 19 with items: ['0090016900_08062023024273', '0090016900_08062023024273']
Stack 20 with items: ['0090016900_08062023024273', '0090016900_08062023024273']
Stack 21 with items: ['0090016900_08062023024273', '0090016900_08062023024273']
Stacks not packed:
Stack 8 missing: ['0090016900_08062023040962', '0090016900_08062023040962']
Stack 9 missing: ['0090016900_08062023040962', '0090016900_08062023040962']
Stack 10 missing: ['0090016900_08062023040962', '0090016900_08062023040962']
Stack 11 missing: ['0090016900_08062023040962', '0090016900_08062023040962']
Stack 16 missing: ['0090016900_08062023033697', '0090016900_08062023033697']
Stack 17 missing: ['0090016900_08062023033697', '0090016900_08062023032318']
Stack 18 missing: ['0090016900_08062023024273', '0090016900_08062023024273']
Stack 19 missing: ['0090016900_08062023024273', '0090016900_08062023024273']
Stack 20 missing: ['0090016900_08062023024273', '0090016900_08062023024273']
Stack 21 missing: ['0090016900_08062023024273', '0090016900_08062023024273']
