dataset: X
instance: AS5
+-----------+
2D Packing Heuristic in Truck P200709601
Min2DVol: 18.48 [m2]
Stack 0 with items: ['0090018000_14062023014297', '0090018000_14062023014297']
Stack 1 with items: ['0090018000_14062023014297', '0090018000_14062023014297']
Stack 2 with items: ['0090018000_14062023014297', '0090018000_14062023014297']
Stack 3 with items: ['0090018000_14062023014297', '0090018000_14062023014297']
Stack 4 with items: ['0090018000_14062023014297', '0090018000_14062023014297']
Stack 5 with items: ['0090018000_14062023014297', '0090018000_14062023014297']
Stack 6 with items: ['0090018000_14062023014297', '0090018000_14062023014297']
Stack 7 with items: ['0090018000_14062023014297', '0090018000_14062023014297']
Stack 8 with items: ['0090018000_14062023014056', '0090018000_14062023014056']
Stack 9 with items: ['0090018000_14062023014056', '0090018000_14062023014056']
Stack 10 with items: ['0090018000_14062023014056', '0090018000_14062023008260']
Heuristic packed all stacks
