dataset: B
instance: FS
+-----------+
2D Packing Heuristic in Truck P326520301
Min2DVol: 22.534500000000012 [m2]
Stack 0 with items: ['0091017500_26102022000618']
Stack 1 with items: ['0091017500_26102022001324']
Stack 2 with items: ['0091017500_26102022000027']
Stack 3 with items: ['0091017500_26102022000359']
Stack 4 with items: ['0091017500_26102022001324']
Stack 5 with items: ['0091017500_26102022000359']
Stack 6 with items: ['0091017500_26102022000618']
Stack 7 with items: ['0091017500_26102022000027']
Stack 8 with items: ['0091017500_26102022000027']
Stack 9 with items: ['0091017500_26102022000618']
Stack 10 with items: ['0091017500_26102022000027']
Stack 11 with items: ['0091017500_26102022000618']
Stack 12 with items: ['0091017500_26102022000359']
Stack 13 with items: ['0091017500_26102022000359']
Stack 14 with items: ['0091017500_26102022001174']
Stack 15 with items: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 16 with items: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 17 with items: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 18 with items: ['0091017500_26102022000771', '0091017500_26102022000771', '0091017500_26102022000771']
Stack 19 with items: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 20 with items: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 21 with items: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 22 with items: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 23 with items: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 24 with items: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 25 with items: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 26 with items: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 27 with items: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 28 with items: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 29 with items: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 30 with items: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 31 with items: ['0091017500_26102022000193', '0091017500_26102022000193', '0091017500_26102022000193']
Stack 32 with items: ['0091017500_26102022000193', '0091017500_26102022000193', '0091017500_26102022000193']
Stack 33 with items: ['0091017500_26102022000429', '0091017500_26102022000193', '0091017500_26102022000193']
Stack 34 with items: ['0091017500_26102022000193', '0091017500_26102022000193', '0091017500_26102022000193']
Stacks not packed:
Stack 19 missing: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 20 missing: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 21 missing: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 22 missing: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 23 missing: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 24 missing: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 25 missing: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 26 missing: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 27 missing: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 28 missing: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 29 missing: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
Stack 30 missing: ['0091017500_26102022000159', '0091017500_26102022000159', '0091017500_26102022000159']
