dataset: B
instance: FL
+-----------+
2D Packing Heuristic in Truck P320070701
Min2DVol: 32.06400000000001 [m2]
Stack 0 with items: ['0090015100_26102022007775', '0090015100_26102022003519']
Stack 1 with items: ['0090015100_26102022003519', '0090015100_26102022003519']
Stack 2 with items: ['0090015100_26102022003519', '0090015100_26102022003519']
Stack 3 with items: ['0090015100_26102022003519', '0090015100_26102022003519']
Stack 4 with items: ['0090015100_26102022003519', '0090015100_26102022003519']
Stack 5 with items: ['0090015100_26102022003519', '0090015100_26102022003519']
Stack 6 with items: ['0090015100_26102022003519', '0090015100_26102022003519']
Stack 7 with items: ['0090015100_26102022003519', '0090015100_26102022003519']
Stack 8 with items: ['0090015100_26102022003519', '0090015100_26102022003519']
Stack 9 with items: ['0090015100_26102022003519', '0090015100_26102022003519']
Stack 10 with items: ['0090015100_26102022003519', '0090015100_26102022002497']
Stack 11 with items: ['0090015100_26102022005167', '0090015100_26102022005167']
Stack 12 with items: ['0090015100_26102022010039', '0090015100_26102022010039']
Stack 13 with items: ['0090015100_26102022005167', '0090015100_26102022005167']
Stack 14 with items: ['0090015100_26102022010039', '0090015100_26102022005167']
Stack 15 with items: ['0090015100_26102022010039', '0090015100_26102022010039']
Heuristic packed all stacks
