dataset: C
instance: TA
+-----------+
2D Packing Heuristic in Truck P088380801
Min2DVol: 29.23344000000001 [m2]
Stack 0 with items: ['0090038300_27022023035771', '0090038300_27022023035005', '0090038300_27022023033261']
Stack 1 with items: ['0090038300_27022023033140', '0090038300_27022023032442', '0090038300_27022023029380']
Stack 2 with items: ['0090038300_27022023031994', '0090038300_27022023025153', '0090038300_27022023031994']
Stack 3 with items: ['0090038300_27022023031994', '0090038300_27022023024860', '0090038300_27022023031994']
Stack 4 with items: ['0090038300_27022023031943', '0090038300_27022023022753', '0090038300_27022023031943']
Stack 5 with items: ['0090038300_27022023031943', '0090038300_27022023019772', '0090038300_27022023031943']
Stack 6 with items: ['0090038300_27022023031943', '0090038300_27022023019755', '0090038300_27022023031943']
Stack 7 with items: ['0090038300_27022023031943', '0090038300_27022023016440', '0090038300_27022023031943']
Stack 8 with items: ['0090038300_27022023031943', '0090038300_27022023027640', '0090038300_27022023008288']
Stack 9 with items: ['0090038300_27022023027640', '0090038300_27022023027021', '0090038300_27022023005590']
Stack 10 with items: ['0090038300_27022023021147', '0090038300_27022023021147']
Stack 11 with items: ['0090038300_27022023021147', '0090038300_27022023020394']
Stack 12 with items: ['0090038300_27022023020394', '0090038300_27022023020394']
Stack 13 with items: ['0090038300_27022023020394', '0090038300_27022023020394']
Stack 14 with items: ['0090038300_27022023020394', '0090038300_27022023020394']
Stack 15 with items: ['0090038300_27022023020394', '0090038300_27022023018549']
Stack 16 with items: ['0090038300_27022023018549', '0090038300_27022023018549']
Stack 17 with items: ['0090038300_27022023018549', '0090038300_27022023018549']
Stack 18 with items: ['0090038300_27022023016051', '0090038300_27022023016051']
Stack 19 with items: ['0090038300_27022023016051', '0090038300_27022023016051']
Stack 20 with items: ['0090038300_27022023012347', '0090038300_27022023012347']
Stack 21 with items: ['0090038300_27022023012347', '0090038300_27022023012347']
Stack 22 with items: ['0090038300_27022023007761', '0090038300_27022023005316']
Stack 23 with items: ['0090038300_27022023005316', '0090038300_27022023002207']
Heuristic packed all stacks
