dataset: X
instance: BY6
+-----------+
2D Packing Heuristic in Truck P185067501
Min2DVol: 22.371570000000013 [m2]
Stack 0 with items: ['0090016900_14062023032054', '0090016900_14062023032054']
Stack 1 with items: ['0090016900_14062023018595', '0090016900_14062023018595']
Stack 2 with items: ['0090016900_14062023003042', '0090016900_14062023003042']
Stack 3 with items: ['0090016900_14062023005792', '0090016900_14062023005792']
Stack 4 with items: ['0090016900_14062023018595', '0090016900_14062023018595']
Stack 5 with items: ['0090016900_14062023018595', '0090016900_14062023018595']
Stack 6 with items: ['0090016900_14062023032054', '0090016900_14062023032054']
Stack 7 with items: ['0090016900_14062023005792', '0090016900_14062023032054']
Stack 8 with items: ['0090016900_14062023005792', '0090016900_14062023005792']
Stack 9 with items: ['0090016900_14062023003042', '0090016900_14062023003042']
Stack 10 with items: ['0090016900_14062023005792', '0090016900_14062023005792']
Stack 11 with items: ['0090016900_14062023032054', '0090016900_14062023032054']
Stack 12 with items: ['0090016900_14062023018595', '0090016900_14062023018595']
Stack 13 with items: ['0090016900_14062023018595', '0090016900_14062023032054']
Stack 14 with items: ['0090016900_14062023034369', '0090016900_14062023034369']
Stack 15 with items: ['0090016900_14062023034369', '0090016900_14062023003042']
Stack 16 with items: ['0090016900_14062023034369', '0090016900_14062023034369']
Stack 17 with items: ['0090016900_14062023005792', '0090016900_14062023005792']
Stack 18 with items: ['0090016900_14062023005792']
Stack 19 with items: ['0090016900_14062023031494', '0090016900_14062023031494', '0090016900_14062023031494']
Stack 20 with items: ['0090016900_14062023031494', '0090016900_14062023031494', '0090016900_14062023031494']
Stack 21 with items: ['0090016900_14062023031494', '0090016900_14062023031494', '0090016900_14062023031494']
Stack 22 with items: ['0090016900_14062023031494', '0090016900_14062023031494', '0090016900_14062023031494']
Stack 23 with items: ['0090016900_14062023031494', '0090016900_14062023031494', '0090016900_14062023031494']
Stack 24 with items: ['0090016900_14062023031494', '0090016900_14062023031494', '0090016900_14062023031494']
Stack 25 with items: ['0090016900_14062023031494', '0090016900_14062023031494', '0090016900_14062023031494']
Stack 26 with items: ['0090016900_14062023031494', '0090016900_14062023027990', '0090016900_14062023031494']
Stack 27 with items: ['0090016900_14062023027990', '0090016900_14062023027990', '0090016900_14062023027990']
Stack 28 with items: ['0090016900_14062023027990', '0090016900_14062023027990', '0090016900_14062023027990']
Stack 29 with items: ['0090016900_14062023027990', '0090016900_14062023027990', '0090016900_14062023027990']
Stack 30 with items: ['0090016900_14062023027990', '0090016900_14062023027990', '0090016900_14062023027990']
Stack 31 with items: ['0090016900_14062023027990', '0090016900_14062023027990', '0090016900_14062023027990']
Stack 32 with items: ['0090016900_14062023027990', '0090016900_14062023027990', '0090016900_14062023027990']
Stack 33 with items: ['0090016900_14062023027990', '0090016900_14062023027990', '0090016900_14062023027990']
Stack 34 with items: ['0090016900_14062023027990', '0090016900_14062023024727', '0090016900_14062023024727']
Stack 35 with items: ['0090016900_14062023016873', '0090016900_14062023016873', '0090016900_14062023016873']
Stack 36 with items: ['0090016900_14062023007503', '0090016900_14062023005868', '0090016900_14062023005868']
Stacks not packed:
Stack 26 missing: ['0090016900_14062023031494', '0090016900_14062023027990', '0090016900_14062023031494']
Stack 27 missing: ['0090016900_14062023027990', '0090016900_14062023027990', '0090016900_14062023027990']
Stack 28 missing: ['0090016900_14062023027990', '0090016900_14062023027990', '0090016900_14062023027990']
Stack 29 missing: ['0090016900_14062023027990', '0090016900_14062023027990', '0090016900_14062023027990']
Stack 30 missing: ['0090016900_14062023027990', '0090016900_14062023027990', '0090016900_14062023027990']
Stack 31 missing: ['0090016900_14062023027990', '0090016900_14062023027990', '0090016900_14062023027990']
Stack 32 missing: ['0090016900_14062023027990', '0090016900_14062023027990', '0090016900_14062023027990']
Stack 33 missing: ['0090016900_14062023027990', '0090016900_14062023027990', '0090016900_14062023027990']
Stack 34 missing: ['0090016900_14062023027990', '0090016900_14062023024727', '0090016900_14062023024727']
Stack 35 missing: ['0090016900_14062023016873', '0090016900_14062023016873', '0090016900_14062023016873']
Stack 36 missing: ['0090016900_14062023007503', '0090016900_14062023005868', '0090016900_14062023005868']
