dataset: C
instance: VA2
+-----------+
2D Packing Heuristic in Truck P090561701
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0091017300_28022023000807', '0091017300_28022023003051']
Stack 1 with items: ['0091017300_28022023000807', '0091017300_28022023003051']
Stack 2 with items: ['0091017300_28022023000807', '0091017300_28022023003051']
Stack 3 with items: ['0091017300_28022023010321', '0091017300_28022023010321']
Stack 4 with items: ['0091017300_28022023010321', '0091017300_28022023003740']
Stack 5 with items: ['0091017300_28022023003051', '0091017300_28022023003051']
Stack 6 with items: ['0091017300_28022023003740', '0091017300_28022023003740']
Stack 7 with items: ['0091017300_28022023003051', '0091017300_28022023003051']
Stack 8 with items: ['0091017300_28022023003740', '0091017300_28022023003740']
Stack 9 with items: ['0091017300_28022023000807', '0091017300_28022023000807']
Stack 10 with items: ['0091017300_28022023000807']
Stack 11 with items: ['0091017300_28022023017757', '0091017300_28022023017757', '0091017300_28022023017757']
Stack 12 with items: ['0091017300_28022023017757', '0091017300_28022023017757', '0091017300_28022023017757']
Stack 13 with items: ['0091017300_28022023017757', '0091017300_28022023017757', '0091017300_28022023017757']
Stack 14 with items: ['0091017300_28022023017757', '0091017300_28022023017757', '0091017300_28022023017757']
Stack 15 with items: ['0091017300_28022023017757', '0091017300_28022023017757', '0091017300_28022023017757']
Stack 16 with items: ['0091017300_28022023017757', '0091017300_28022023017757', '0091017300_28022023017757']
Stack 17 with items: ['0091017300_28022023017757', '0091017300_28022023017160', '0091017300_28022023017757']
Stack 18 with items: ['0091017300_28022023017160', '0091017300_28022023017160', '0091017300_28022023017160']
Stack 19 with items: ['0091017300_28022023017160', '0091017300_28022023017160', '0091017300_28022023017160']
Stack 20 with items: ['0091017300_28022023017160', '0091017300_28022023017160', '0091017300_28022023017160']
Stack 21 with items: ['0091017300_28022023017160', '0091017300_28022023017160', '0091017300_28022023017160']
Stack 22 with items: ['0091017300_28022023017160', '0091017300_28022023010142', '0091017300_28022023010142']
Stack 23 with items: ['0091017300_28022023010142', '0091017300_28022023010142', '0091017300_28022023010142']
Stack 24 with items: ['0091017300_28022023010142', '0091017300_28022023010142', '0091017300_28022023010142']
Stack 25 with items: ['0091017300_28022023010142', '0091017300_28022023010142', '0091017300_28022023010142']
Heuristic packed all stacks
