dataset: X
instance: RM
+-----------+
2D Packing Heuristic in Truck P205394801
Min2DVol: 26.88000000000001 [m2]
Stack 0 with items: ['0090038200_08062023027377', '0090038200_08062023022324', '0090038200_08062023022324']
Stack 1 with items: ['0090038200_08062023022324', '0090038200_08062023022324', '0090038200_08062023022324']
Stack 2 with items: ['0090038200_08062023022324', '0090038200_08062023021829', '0090038200_08062023014805']
Stack 3 with items: ['0090038200_08062023012214', '0090038200_08062023011920', '0090038200_08062023010356']
Stack 4 with items: ['0090038200_08062023010356', '0090038200_08062023010356', '0090038200_08062023010356']
Stack 5 with items: ['0090038200_08062023010356', '0090038200_08062023010356', '0090038200_08062023010356']
Stack 6 with items: ['0090038200_08062023007422', '0090038200_08062023007422', '0090038200_08062023007422']
Stack 7 with items: ['0090038200_08062023007422', '0090038200_08062023007422', '0090038200_08062023007422']
Stack 8 with items: ['0090038200_08062023007422', '0090038200_08062023007422', '0090038200_08062023007422']
Stack 9 with items: ['0090038200_08062023007422', '0090038200_08062023006056', '0090038200_08062023006056']
Stack 10 with items: ['0090038200_08062023006056', '0090038200_08062023006056', '0090038200_08062023006056']
Stack 11 with items: ['0090038200_08062023006056', '0090038200_08062023005302', '0090038200_08062023005302']
Stack 12 with items: ['0090038200_08062023005302', '0090038200_08062023005302', '0090038200_08062023005302']
Stack 13 with items: ['0090038200_08062023005302', '0090038200_08062023004256', '0090038200_08062023005302']
Heuristic packed all stacks
