dataset: X
instance: SA
+-----------+
2D Packing Heuristic in Truck P193234403
Min2DVol: 26.39999999999999 [m2]
Stack 0 with items: ['0090017100_08062023025292', '0090017100_08062023025292', '0090017100_08062023025292']
Stack 1 with items: ['0090017100_08062023025292', '0090017100_08062023025292', '0090017100_08062023025292']
Stack 2 with items: ['0090017100_08062023025292', '0090017100_08062023025292', '0090017100_08062023025292']
Stack 3 with items: ['0090017100_08062023025292', '0090017100_08062023025292', '0090017100_08062023025292']
Stack 4 with items: ['0090017100_08062023025292', '0090017100_08062023025292', '0090017100_08062023025292']
Stack 5 with items: ['0090017100_08062023025292', '0090017100_08062023025292', '0090017100_08062023025292']
Stack 6 with items: ['0090017100_08062023025292', '0090017100_08062023025292', '0090017100_08062023025292']
Stack 7 with items: ['0090017100_08062023025292', '0090017100_08062023025292', '0090017100_08062023025292']
Stack 8 with items: ['0090017100_08062023025292', '0090017100_08062023025292', '0090017100_08062023025292']
Stack 9 with items: ['0090017100_08062023025292', '0090017100_08062023025292', '0090017100_08062023025292']
Stack 10 with items: ['0090017100_08062023022162', '0090017100_08062023022162', '0090017100_08062023022162']
Stack 11 with items: ['0090017100_08062023022162', '0090017100_08062023022162', '0090017100_08062023022162']
Stack 12 with items: ['0090017100_08062023022162', '0090017100_08062023022162', '0090017100_08062023022162']
Stack 13 with items: ['0090017100_08062023009693', '0090017100_08062023009693', '0090017100_08062023009693']
Stack 14 with items: ['0090017100_08062023009693', '0090017100_08062023009693', '0090017100_08062023009693']
Stack 15 with items: ['0090017100_08062023009693', '0090017100_08062023009693', '0090017100_08062023009693']
Stack 16 with items: ['0090017100_08062023003490', '0090017100_08062023003490', '0090017100_08062023003490']
Stack 17 with items: ['0090017100_08062023003490', '0090017100_08062023003490', '0090017100_08062023003490']
Stack 18 with items: ['0090017100_08062023003490', '0090017100_08062023003490', '0090017100_08062023003490']
Stack 19 with items: ['0090017100_08062023003490', '0090017100_08062023003490', '0090017100_08062023003490']
Stack 20 with items: ['0090017100_08062023003490', '0090017100_08062023003490', '0090017100_08062023003490']
Stack 21 with items: ['0090017100_08062023003490', '0090017100_08062023003490', '0090017100_08062023003490']
Heuristic packed all stacks
