dataset: C
instance: SA
+-----------+
2D Packing Heuristic in Truck P110051317
Min2DVol: 24.240000000000002 [m2]
Stack 0 with items: ['0090017100_27022023005984', '0090017100_27022023002325', '0090017100_27022023015116', '0090017100_27022023021629']
Stack 1 with items: ['0090017100_27022023029114', '0090017100_27022023029114', '0090017100_27022023029114']
Stack 2 with items: ['0090017100_27022023029114', '0090017100_27022023026177', '0090017100_27022023026177']
Stack 3 with items: ['0090017100_27022023026177', '0090017100_27022023014118', '0090017100_27022023014118']
Stack 4 with items: ['0090017100_27022023014118', '0090017100_27022023014118', '0090017100_27022023014118']
Stack 5 with items: ['0090017100_27022023014118', '0090017100_27022023014118', '0090017100_27022023014118']
Stack 6 with items: ['0090017100_27022023014118', '0090017100_27022023013795', '0090017100_27022023013795']
Stack 7 with items: ['0090017100_27022023013795', '0090017100_27022023013795', '0090017100_27022023013795']
Stack 8 with items: ['0090017100_27022023013795', '0090017100_27022023013795', '0090017100_27022023013795']
Stack 9 with items: ['0090017100_27022023013795', '0090017100_27022023012966', '0090017100_27022023013795']
Stack 10 with items: ['0090017100_27022023012966', '0090017100_27022023012966', '0090017100_27022023012966']
Stack 11 with items: ['0090017100_27022023012966', '0090017100_27022023006695', '0090017100_27022023006695']
Stack 12 with items: ['0090017100_27022023006695', '0090017100_27022023005891', '0090017100_27022023006695']
Heuristic packed all stacks
