dataset: B
instance: RM
+-----------+
2D Packing Heuristic in Truck P343394901
Min2DVol: 21.92508 [m2]
Stack 0 with items: ['0090038200_26102022005198', '0090038200_26102022004729', '0090038200_26102022002443']
Stack 1 with items: ['0090038200_26102022004729', '0090038200_26102022004729']
Stack 2 with items: ['0090038200_26102022004729', '0090038200_26102022004729']
Stack 3 with items: ['0090038200_26102022004729', '0090038200_26102022004729']
Stack 4 with items: ['0090038200_26102022004729', '0090038200_26102022004729']
Stack 5 with items: ['0090038200_26102022004729', '0090038200_26102022004729']
Stack 6 with items: ['0090038200_26102022004729', '0090038200_26102022004729']
Stack 7 with items: ['0090038200_26102022004729', '0090038200_26102022004673']
Stack 8 with items: ['0090038200_26102022004673', '0090038200_26102022004673']
Stack 9 with items: ['0090038200_26102022004673', '0090038200_26102022004673']
Stack 10 with items: ['0090038200_26102022004673', '0090038200_26102022004673']
Stack 11 with items: ['0090038200_26102022004673', '0090038200_26102022004673']
Stack 12 with items: ['0090038200_26102022004673', '0090038200_26102022004673']
Stack 13 with items: ['0090038200_26102022004673', '0090038200_26102022004673']
Stack 14 with items: ['0090038200_26102022004673', '0090038200_26102022003291']
Stack 15 with items: ['0090038200_26102022003291', '0090038200_26102022002759']
Stack 16 with items: ['0090038200_26102022002644', '0090038200_26102022002644']
Stack 17 with items: ['0090038200_26102022002597', '0090038200_26102022002597']
Heuristic packed all stacks
