dataset: C
instance: VO
+-----------+
2D Packing Heuristic in Truck P086382105
Min2DVol: 32.639999999999986 [m2]
Stack 0 with items: ['0090038300_28022023001615', '0090038300_28022023001660', '0090038300_28022023015871']
Stack 1 with items: ['0090038300_28022023001660', '0090038300_28022023007766', '0090038300_28022023007766']
Stack 2 with items: ['0090038300_28022023011603', '0090038300_28022023010523']
Stack 3 with items: ['0090038300_28022023010523', '0090038300_28022023010523']
Stack 4 with items: ['0090038300_28022023010523', '0090038300_28022023010523']
Stack 5 with items: ['0090038300_28022023010523', '0090038300_28022023010523']
Stack 6 with items: ['0090038300_28022023010523', '0090038300_28022023010523']
Stack 7 with items: ['0090038300_28022023010067', '0090038300_28022023008281']
Stack 8 with items: ['0090038300_28022023007533', '0090038300_28022023007533']
Stack 9 with items: ['0090038300_28022023006396', '0090038300_28022023006396']
Stack 10 with items: ['0090038300_28022023006396', '0090038300_28022023006396']
Stack 11 with items: ['0090038300_28022023006396', '0090038300_28022023006396']
Stack 12 with items: ['0090038300_28022023006396', '0090038300_28022023006263']
Stack 13 with items: ['0090038300_28022023006263', '0090038300_28022023006263']
Stack 14 with items: ['0090038300_28022023006263', '0090038300_28022023006263']
Stack 15 with items: ['0090038300_28022023006263', '0090038300_28022023004716']
Stack 16 with items: ['0090038300_28022023004716', '0090038300_28022023004716']
Stack 17 with items: ['0090038300_28022023004716', '0090038300_28022023004716']
Stack 18 with items: ['0090038300_28022023004716', '0090038300_28022023004716']
Stack 19 with items: ['0090038300_28022023004716', '0090038300_28022023004716']
Stack 20 with items: ['0090038300_28022023004716', '0090038300_28022023004716']
Stack 21 with items: ['0090038300_28022023004509', '0090038300_28022023004509']
Stack 22 with items: ['0090038300_28022023004509', '0090038300_28022023004509']
Stack 23 with items: ['0090038300_28022023004438', '0090038300_28022023004438']
Stack 24 with items: ['0090038300_28022023003908', '0090038300_28022023003908']
Stack 25 with items: ['0090038300_28022023003908']
Stacks not packed:
Stack 8 missing: ['0090038300_28022023007533', '0090038300_28022023007533']
