dataset: X
instance: BY
+-----------+
2D Packing Heuristic in Truck P177215307
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090016900_08062023039254', '0090016900_08062023039254', '0090016900_08062023039254']
Stack 1 with items: ['0090016900_08062023039254', '0090016900_08062023039254', '0090016900_08062023039254']
Stack 2 with items: ['0090016900_08062023039254', '0090016900_08062023039254', '0090016900_08062023039254']
Stack 3 with items: ['0090016900_08062023039254', '0090016900_08062023039254', '0090016900_08062023039254']
Stack 4 with items: ['0090016900_08062023039254', '0090016900_08062023039254', '0090016900_08062023039254']
Stack 5 with items: ['0090016900_08062023039254', '0090016900_08062023039254', '0090016900_08062023039254']
Stack 6 with items: ['0090016900_08062023039254', '0090016900_08062023035800', '0090016900_08062023039254']
Stack 7 with items: ['0090016900_08062023035800', '0090016900_08062023015308', '0090016900_08062023035800']
Stack 8 with items: ['0090016900_08062023015308', '0090016900_08062023015308', '0090016900_08062023015308']
Stack 9 with items: ['0090016900_08062023015308', '0090016900_08062023015308', '0090016900_08062023015308']
Stack 10 with items: ['0090016900_08062023015308', '0090016900_08062023015308', '0090016900_08062023015308']
Stack 11 with items: ['0090016900_08062023015308', '0090016900_08062023015308', '0090016900_08062023015308']
Stack 12 with items: ['0090016900_08062023015308', '0090016900_08062023015308', '0090016900_08062023015308']
Stack 13 with items: ['0090016900_08062023015308', '0090016900_08062023015308', '0090016900_08062023015308']
Stack 14 with items: ['0090016900_08062023015308', '0090016900_08062023014899', '0090016900_08062023014899']
Stack 15 with items: ['0090016900_08062023014899', '0090016900_08062023014899', '0090016900_08062023014899']
Stack 16 with items: ['0090016900_08062023014899', '0090016900_08062023014899', '0090016900_08062023014899']
Stack 17 with items: ['0090016900_08062023014899', '0090016900_08062023014899', '0090016900_08062023014899']
Stack 18 with items: ['0090016900_08062023014899', '0090016900_08062023014899', '0090016900_08062023014899']
Stack 19 with items: ['0090016900_08062023014899', '0090016900_08062023014899', '0090016900_08062023014899']
Stack 20 with items: ['0090016900_08062023014899', '0090016900_08062023014899', '0090016900_08062023014899']
Stack 21 with items: ['0090016900_08062023014899', '0090016900_08062023014899', '0090016900_08062023014899']
Stack 22 with items: ['0090016900_08062023014899', '0090016900_08062023014899', '0090016900_08062023014899']
Stack 23 with items: ['0090016900_08062023014899', '0090016900_08062023014899', '0090016900_08062023014899']
Stack 24 with items: ['0090016900_08062023014899', '0090016900_08062023014899', '0090016900_08062023014899']
Stack 25 with items: ['0090016900_08062023014899', '0090016900_08062023003305', '0090016900_08062023003305']
Heuristic packed all stacks
