dataset: C
instance: PA3
+-----------+
2D Packing Heuristic in Truck P067501503
Min2DVol: 28.880000000000006 [m2]
Stack 0 with items: ['0091017200_28022023004765', '0091017200_28022023004765', '0091017200_28022023004765', '0091017200_28022023004765']
Stack 1 with items: ['0091017200_28022023027412', '0091017200_28022023004765', '0091017200_28022023027412', '0091017200_28022023035875']
Stack 2 with items: ['0091017200_28022023033380', '0091017200_28022023033380', '0091017200_28022023033380']
Stack 3 with items: ['0091017200_28022023033380', '0091017200_28022023029989', '0091017200_28022023033380']
Stack 4 with items: ['0091017200_28022023029989', '0091017200_28022023028803', '0091017200_28022023029989']
Stack 5 with items: ['0091017200_28022023028803', '0091017200_28022023028803', '0091017200_28022023028803']
Stack 6 with items: ['0091017200_28022023028803', '0091017200_28022023020247', '0091017200_28022023028803']
Stack 7 with items: ['0091017200_28022023020247', '0091017200_28022023020247', '0091017200_28022023020247']
Stack 8 with items: ['0091017200_28022023020247', '0091017200_28022023020247', '0091017200_28022023020247']
Stack 9 with items: ['0091017200_28022023020247', '0091017200_28022023020247', '0091017200_28022023020247']
Stack 10 with items: ['0091017200_28022023020247', '0091017200_28022023020247', '0091017200_28022023020247']
Stack 11 with items: ['0091017200_28022023020247', '0091017200_28022023014341', '0091017200_28022023014341']
Stack 12 with items: ['0091017200_28022023014341', '0091017200_28022023014341', '0091017200_28022023014341']
Stack 13 with items: ['0091017200_28022023034733', '0091017200_28022023034733', '0091017200_28022023034733']
Heuristic packed all stacks
