dataset: C
instance: SA
+-----------+
2D Packing Heuristic in Truck P081157205
Min2DVol: 27.63611999999999 [m2]
Stack 0 with items: ['0090017100_27022023001978', '0090017100_27022023005840']
Stack 1 with items: ['0090017100_27022023000422']
Stack 2 with items: ['0090017100_27022023027851', '0090017100_27022023027851', '0090017100_27022023027851']
Stack 3 with items: ['0090017100_27022023027851', '0090017100_27022023027851', '0090017100_27022023027851']
Stack 4 with items: ['0090017100_27022023027851', '0090017100_27022023027851', '0090017100_27022023027851']
Stack 5 with items: ['0090017100_27022023027673', '0090017100_27022023027673', '0090017100_27022023027673']
Stack 6 with items: ['0090017100_27022023027673', '0090017100_27022023027673', '0090017100_27022023027673']
Stack 7 with items: ['0090017100_27022023027673', '0090017100_27022023027673', '0090017100_27022023027673']
Stack 8 with items: ['0090017100_27022023014305', '0090017100_27022023014305', '0090017100_27022023014305']
Stack 9 with items: ['0090017100_27022023014305', '0090017100_27022023014305', '0090017100_27022023014305']
Stack 10 with items: ['0090017100_27022023014305', '0090017100_27022023014305', '0090017100_27022023014305']
Stack 11 with items: ['0090017100_27022023013926', '0090017100_27022023012329', '0090017100_27022023012329']
Stack 12 with items: ['0090017100_27022023012329', '0090017100_27022023010921', '0090017100_27022023012329']
Stack 13 with items: ['0090017100_27022023010125', '0090017100_27022023009124', '0090017100_27022023009124']
Stack 14 with items: ['0090017100_27022023010012', '0090017100_27022023000432']
Stack 15 with items: ['0090017100_27022023009124', '0090017100_27022023009124', '0090017100_27022023009124']
Stack 16 with items: ['0090017100_27022023005552', '0090017100_27022023005552', '0090017100_27022023005552']
Stack 17 with items: ['0090017100_27022023005552', '0090017100_27022023005552', '0090017100_27022023005552']
Stack 18 with items: ['0090017100_27022023005552', '0090017100_27022023005552', '0090017100_27022023005552']
Stack 19 with items: ['0090017100_27022023005552', '0090017100_27022023005552', '0090017100_27022023005552']
Stack 20 with items: ['0090017100_27022023005301', '0090017100_27022023005301', '0090017100_27022023005301']
Stack 21 with items: ['0090017100_27022023005301', '0090017100_27022023005301', '0090017100_27022023005301']
Stack 22 with items: ['0090017100_27022023005301', '0090017100_27022023005301', '0090017100_27022023005301']
Heuristic packed all stacks
