dataset: X
instance: MA5
+-----------+
2D Packing Heuristic in Truck P202227301
Min2DVol: 14.399999999999997 [m2]
Stack 0 with items: ['0090016200_14062023022881', '0090016200_14062023022881']
Stack 1 with items: ['0090016200_14062023022881', '0090016200_14062023022881']
Stack 2 with items: ['0090016200_14062023022881', '0090016200_14062023022881']
Stack 3 with items: ['0090016200_14062023022881', '0090016200_14062023022874']
Stack 4 with items: ['0090016200_14062023022874', '0090016200_14062023022874']
Stack 5 with items: ['0090016200_14062023022874', '0090016200_14062023022874']
Stack 6 with items: ['0090016200_14062023011200', '0090016200_14062023011200']
Stack 7 with items: ['0090016200_14062023011200', '0090016200_14062023011200']
Stack 8 with items: ['0090016200_14062023011200', '0090016200_14062023011200']
Stack 9 with items: ['0090016200_14062023011200', '0090016200_14062023011200']
Stack 10 with items: ['0090016200_14062023011200', '0090016200_14062023011200']
Stack 11 with items: ['0090016200_14062023011200', '0090016200_14062023011200']
Heuristic packed all stacks
