dataset: C
instance: RM
+-----------+
2D Packing Heuristic in Truck P067395101
Min2DVol: 32.19612000000001 [m2]
Stack 0 with items: ['0090038200_27022023007698', '0090038200_27022023002222']
Stack 1 with items: ['0090038200_27022023018958', '0090038200_27022023012706', '0090038200_27022023013933', '0090038200_27022023001434', '0090038200_27022023019301', '0090038200_27022023020579']
Stack 2 with items: ['0090038200_27022023026229', '0090038200_27022023026229', '0090038200_27022023026229']
Stack 3 with items: ['0090038200_27022023026229', '0090038200_27022023026229', '0090038200_27022023026229']
Stack 4 with items: ['0090038200_27022023026229', '0090038200_27022023026229', '0090038200_27022023026229']
Stack 5 with items: ['0090038200_27022023026229', '0090038200_27022023025610', '0090038200_27022023026229']
Stack 6 with items: ['0090038200_27022023023547', '0090038200_27022023023547', '0090038200_27022023023547']
Stack 7 with items: ['0090038200_27022023023547', '0090038200_27022023015929', '0090038200_27022023023547']
Stack 8 with items: ['0090038200_27022023013580', '0090038200_27022023011253', '0090038200_27022023011253']
Stack 9 with items: ['0090038200_27022023011253', '0090038200_27022023010540', '0090038200_27022023002357']
Stack 10 with items: ['0090038200_27022023002357', '0090038200_27022023002357', '0090038200_27022023002357']
Stack 11 with items: ['0090038200_27022023002357', '0090038200_27022023002357', '0090038200_27022023002357']
Stack 12 with items: ['0090038200_27022023002160', '0090038200_27022023002160', '0090038200_27022023002160']
Stack 13 with items: ['0090038200_27022023002160', '0090038200_27022023002160', '0090038200_27022023002160']
Stack 14 with items: ['0090038200_27022023021866', '0090038200_27022023019671', '0090038200_27022023021866']
Stack 15 with items: ['0090038200_27022023021866', '0090038200_27022023021866', '0090038200_27022023021866']
Stack 16 with items: ['0090038200_27022023021483', '0090038200_27022023021483', '0090038200_27022023021866']
Stack 17 with items: ['0090038200_27022023019588', '0090038200_27022023019671', '0090038200_27022023019671']
Stack 18 with items: ['0090038200_27022023022077', '0090038200_27022023021866', '0090038200_27022023021866']
Stack 19 with items: ['0090038200_27022023019671', '0090038200_27022023016104', '0090038200_27022023016104']
Stack 20 with items: ['0090038200_27022023021866', '0090038200_27022023021866', '0090038200_27022023023826']
Stack 21 with items: ['0090038200_27022023022077', '0090038200_27022023022077']
Heuristic packed all stacks
