dataset: X
instance: CI4
+-----------+
2D Packing Heuristic in Truck P181447823
Min2DVol: 29.279999999999987 [m2]
Stack 0 with items: ['0090016800_14062023028277', '0090016800_14062023028277']
Stack 1 with items: ['0090016800_14062023028277', '0090016800_14062023028277', '0090016800_14062023028277', '0090016800_14062023028277']
Stack 2 with items: ['0090016800_14062023028277', '0090016800_14062023028277', '0090016800_14062023028277', '0090016800_14062023028277']
Stack 3 with items: ['0090016800_14062023000308', '0090016800_14062023028277', '0090016800_14062023028277', '0090016800_14062023028277']
Stack 4 with items: ['0090016800_14062023042622', '0090016800_14062023042409', '0090016800_14062023042622']
Stack 5 with items: ['0090016800_14062023042409', '0090016800_14062023042409', '0090016800_14062023042409']
Stack 6 with items: ['0090016800_14062023041724', '0090016800_14062023041724', '0090016800_14062023041724']
Stack 7 with items: ['0090016800_14062023041724', '0090016800_14062023041724', '0090016800_14062023041724']
Stack 8 with items: ['0090016800_14062023041724', '0090016800_14062023041724', '0090016800_14062023041724']
Stack 9 with items: ['0090016800_14062023041724', '0090016800_14062023041724', '0090016800_14062023041724']
Stack 10 with items: ['0090016800_14062023041724', '0090016800_14062023038382', '0090016800_14062023041724']
Stack 11 with items: ['0090016800_14062023038382', '0090016800_14062023038382', '0090016800_14062023038382']
Stack 12 with items: ['0090016800_14062023038382', '0090016800_14062023038382', '0090016800_14062023038382']
Stack 13 with items: ['0090016800_14062023038382', '0090016800_14062023038382', '0090016800_14062023038382']
Stack 14 with items: ['0090016800_14062023038382', '0090016800_14062023038382', '0090016800_14062023038382']
Stack 15 with items: ['0090016800_14062023038382', '0090016800_14062023034458', '0090016800_14062023034458']
Stack 16 with items: ['0090016800_14062023034458', '0090016800_14062023034458', '0090016800_14062023034458']
Stack 17 with items: ['0090016800_14062023027391', '0090016800_14062023027391', '0090016800_14062023027391']
Stack 18 with items: ['0090016800_14062023027391', '0090016800_14062023023590', '0090016800_14062023023590']
Stack 19 with items: ['0090016800_14062023023590', '0090016800_14062023022316', '0090016800_14062023023590']
Stack 20 with items: ['0090016800_14062023018775', '0090016800_14062023017744', '0090016800_14062023017744']
Stack 21 with items: ['0090016800_14062023017744', '0090016800_14062023017744', '0090016800_14062023017744']
Heuristic packed all stacks
