dataset: X
instance: BY
+-----------+
2D Packing Heuristic in Truck P199224001
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 1 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 2 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 3 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 4 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 5 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 6 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 7 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 8 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 9 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 10 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 11 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 12 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 13 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 14 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 15 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 16 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 17 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 18 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 19 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 20 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 21 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 22 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 23 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 24 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Stack 25 with items: ['0090016900_08062023008889', '0090016900_08062023008889', '0090016900_08062023008889']
Heuristic packed all stacks
