dataset: X
instance: CI2
+-----------+
2D Packing Heuristic in Truck P203403903
Min2DVol: 26.400000000000016 [m2]
Stack 0 with items: ['0090016800_08062023003468', '0090016800_08062023003468', '0090016800_08062023003468']
Stack 1 with items: ['0090016800_08062023003468', '0090016800_08062023003468', '0090016800_08062023003468']
Stack 2 with items: ['0090016800_08062023003468', '0090016800_08062023003468', '0090016800_08062023003468']
Stack 3 with items: ['0090016800_08062023003468', '0090016800_08062023003468', '0090016800_08062023003468']
Stack 4 with items: ['0090016800_08062023003468', '0090016800_08062023003468', '0090016800_08062023003468']
Stack 5 with items: ['0090016800_08062023003468', '0090016800_08062023003468', '0090016800_08062023036634']
Stack 6 with items: ['0090016800_08062023036634', '0090016800_08062023036634', '0090016800_08062023036634']
Stack 7 with items: ['0090016800_08062023003468', '0090016800_08062023003468', '0090016800_08062023003468']
Stack 8 with items: ['0090016800_08062023036634', '0090016800_08062023036634', '0090016800_08062023036634']
Stack 9 with items: ['0090016800_08062023003468', '0090016800_08062023003468', '0090016800_08062023036634']
Stack 10 with items: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 11 with items: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 12 with items: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 13 with items: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 14 with items: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 15 with items: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 16 with items: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 17 with items: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 18 with items: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 19 with items: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 20 with items: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 21 with items: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 22 with items: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 23 with items: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 24 with items: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 25 with items: ['0090016800_08062023020071', '0090016800_08062023020071']
Stack 26 with items: ['0090016800_08062023020071', '0090016800_08062023020071']
Stack 27 with items: ['0090016800_08062023020071', '0090016800_08062023020071']
Stack 28 with items: ['0090016800_08062023020071', '0090016800_08062023020071']
Stack 29 with items: ['0090016800_08062023020071', '0090016800_08062023020071']
Stack 30 with items: ['0090016800_08062023020071', '0090016800_08062023020071']
Stack 31 with items: ['0090016800_08062023020071', '0090016800_08062023015874']
Stack 32 with items: ['0090016800_08062023015874', '0090016800_08062023015874']
Stack 33 with items: ['0090016800_08062023015874', '0090016800_08062023015874']
Stack 34 with items: ['0090016800_08062023015874', '0090016800_08062023015874']
Stack 35 with items: ['0090016800_08062023011065', '0090016800_08062023011065']
Stack 36 with items: ['0090016800_08062023011065', '0090016800_08062023011065']
Stacks not packed:
Stack 13 missing: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 14 missing: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 15 missing: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 16 missing: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 17 missing: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 18 missing: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 19 missing: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 20 missing: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 21 missing: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 22 missing: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 23 missing: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 24 missing: ['0090016800_08062023028157', '0090016800_08062023028157']
Stack 25 missing: ['0090016800_08062023020071', '0090016800_08062023020071']
Stack 26 missing: ['0090016800_08062023020071', '0090016800_08062023020071']
Stack 27 missing: ['0090016800_08062023020071', '0090016800_08062023020071']
Stack 28 missing: ['0090016800_08062023020071', '0090016800_08062023020071']
Stack 29 missing: ['0090016800_08062023020071', '0090016800_08062023020071']
Stack 30 missing: ['0090016800_08062023020071', '0090016800_08062023020071']
Stack 31 missing: ['0090016800_08062023020071', '0090016800_08062023015874']
Stack 32 missing: ['0090016800_08062023015874', '0090016800_08062023015874']
Stack 33 missing: ['0090016800_08062023015874', '0090016800_08062023015874']
Stack 34 missing: ['0090016800_08062023015874', '0090016800_08062023015874']
Stack 35 missing: ['0090016800_08062023011065', '0090016800_08062023011065']
Stack 36 missing: ['0090016800_08062023011065', '0090016800_08062023011065']
