dataset: C
instance: SA2
+-----------+
2D Packing Heuristic in Truck P069053509
Min2DVol: 31.71611999999999 [m2]
Stack 0 with items: ['0090017100_28022023008553', '0090017100_28022023008553']
Stack 1 with items: ['0090017100_28022023008553', '0090017100_28022023008553']
Stack 2 with items: ['0090017100_28022023013686', '0090017100_28022023013686', '0090017100_28022023013686']
Stack 3 with items: ['0090017100_28022023013686', '0090017100_28022023013686', '0090017100_28022023013686']
Stack 4 with items: ['0090017100_28022023013686', '0090017100_28022023013686', '0090017100_28022023013686']
Stack 5 with items: ['0090017100_28022023013686', '0090017100_28022023013686', '0090017100_28022023013686']
Stack 6 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Stack 7 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Stack 8 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Stack 9 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Stack 10 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Stack 11 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Stack 12 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Stack 13 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Stack 14 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Stack 15 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Stack 16 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Stack 17 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Stack 18 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Stack 19 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Stack 20 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Stack 21 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Stack 22 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Stack 23 with items: ['0090017100_28022023017129', '0090017100_28022023017129', '0090017100_28022023017129']
Heuristic packed all stacks
