dataset: C
instance: MT
+-----------+
2D Packing Heuristic in Truck P109636101
Min2DVol: 32.56253999999999 [m2]
Stack 0 with items: ['0091017700_27022023005132', '0091017700_27022023005132']
Stack 1 with items: ['0091017700_27022023000366', '0091017700_27022023000366']
Stack 2 with items: ['0091017700_27022023000382', '0091017700_27022023002292']
Stack 3 with items: ['0091017700_27022023002292', '0091017700_27022023002292']
Stack 4 with items: ['0091017700_27022023007199', '0091017700_27022023007199']
Stack 5 with items: ['0091017700_27022023007199', '0091017700_27022023007199']
Stack 6 with items: ['0091017700_27022023007199', '0091017700_27022023007199']
Stack 7 with items: ['0091017700_27022023007199', '0091017700_27022023007199']
Stack 8 with items: ['0091017700_27022023007199', '0091017700_27022023007199']
Stack 9 with items: ['0091017700_27022023007199', '0091017700_27022023007199']
Stack 10 with items: ['0091017700_27022023007199', '0091017700_27022023007199']
Stack 11 with items: ['0091017700_27022023007199', '0091017700_27022023007199']
Stack 12 with items: ['0091017700_27022023007199', '0091017700_27022023007199']
Stack 13 with items: ['0091017700_27022023007199', '0091017700_27022023007199']
Stack 14 with items: ['0091017700_27022023007199', '0091017700_27022023007199']
Stack 15 with items: ['0091017700_27022023007199', '0091017700_27022023007199']
Stack 16 with items: ['0091017700_27022023007199', '0091017700_27022023007199']
Stack 17 with items: ['0091017700_27022023007199', '0091017700_27022023007199']
Stack 18 with items: ['0091017700_27022023007199', '0091017700_27022023001174']
Stack 19 with items: ['0091017700_27022023005115', '0091017700_27022023003467']
Stack 20 with items: ['0091017700_27022023003467', '0091017700_27022023003467']
Stack 21 with items: ['0091017700_27022023003467', '0091017700_27022023003467']
Stack 22 with items: ['0091017700_27022023007753', '0091017700_27022023007753']
Stack 23 with items: ['0091017700_27022023007753', '0091017700_27022023007753']
Stack 24 with items: ['0091017700_27022023007753', '0091017700_27022023007753']
Stack 25 with items: ['0091017700_27022023001352', '0091017700_27022023001352']
Stack 26 with items: ['0091017700_27022023004235', '0091017700_27022023007753']
Stacks not packed:
Stack 3 missing: ['0091017700_27022023002292', '0091017700_27022023002292']
