dataset: A
instance: SA
+-----------+
2D Packing Heuristic in Truck P192050811
Min2DVol: 31.45806 [m2]
Stack 0 with items: ['0090017100_03072022013592', '0090017100_03072022000438']
Stack 1 with items: ['0090017100_03072022012924', '0090017100_03072022012924']
Stack 2 with items: ['0090017100_03072022012924', '0090017100_03072022012924']
Stack 3 with items: ['0090017100_03072022012924', '0090017100_03072022012924']
Stack 4 with items: ['0090017100_03072022012924', '0090017100_03072022012924']
Stack 5 with items: ['0090017100_03072022012924', '0090017100_03072022012924']
Stack 6 with items: ['0090017100_03072022012924', '0090017100_03072022012924']
Stack 7 with items: ['0090017100_03072022012924', '0090017100_03072022012924']
Stack 8 with items: ['0090017100_03072022012924', '0090017100_03072022011302']
Stack 9 with items: ['0090017100_03072022011302', '0090017100_03072022011302']
Stack 10 with items: ['0090017100_03072022008548', '0090017100_03072022008548']
Stack 11 with items: ['0090017100_03072022008548', '0090017100_03072022008548']
Stack 12 with items: ['0090017100_03072022008548', '0090017100_03072022008548']
Stack 13 with items: ['0090017100_03072022008548', '0090017100_03072022008548']
Stack 14 with items: ['0090017100_03072022008548', '0090017100_03072022008548']
Stacks not packed:
Stack 0 missing: ['0090017100_03072022013592', '0090017100_03072022000438']
