dataset: X
instance: TR
+-----------+
2D Packing Heuristic in Truck P171420413
Min2DVol: 31.68 [m2]
Stack 0 with items: ['0090017000_08062023035820', '0090017000_08062023035820', '0090017000_08062023035820']
Stack 1 with items: ['0090017000_08062023035820', '0090017000_08062023035820', '0090017000_08062023035820']
Stack 2 with items: ['0090017000_08062023035820', '0090017000_08062023035820', '0090017000_08062023035820']
Stack 3 with items: ['0090017000_08062023035820', '0090017000_08062023035820', '0090017000_08062023035820']
Stack 4 with items: ['0090017000_08062023035820', '0090017000_08062023018648', '0090017000_08062023018648']
Stack 5 with items: ['0090017000_08062023022504', '0090017000_08062023016863', '0090017000_08062023016863']
Stack 6 with items: ['0090017000_08062023018648', '0090017000_08062023018648', '0090017000_08062023018648']
Stack 7 with items: ['0090017000_08062023018648', '0090017000_08062023018648', '0090017000_08062023018648']
Stack 8 with items: ['0090017000_08062023016863', '0090017000_08062023013776', '0090017000_08062023016863']
Stack 9 with items: ['0090017000_08062023011135', '0090017000_08062023011135', '0090017000_08062023011135']
Stack 10 with items: ['0090017000_08062023011135', '0090017000_08062023011135', '0090017000_08062023011135']
Stack 11 with items: ['0090017000_08062023011135', '0090017000_08062023011135', '0090017000_08062023011135']
Stack 12 with items: ['0090017000_08062023011135', '0090017000_08062023011135', '0090017000_08062023011135']
Stack 13 with items: ['0090017000_08062023011135', '0090017000_08062023009284', '0090017000_08062023009284']
Stack 14 with items: ['0090017000_08062023009284', '0090017000_08062023009284', '0090017000_08062023009284']
Stack 15 with items: ['0090017000_08062023009284', '0090017000_08062023009284', '0090017000_08062023009284']
Stack 16 with items: ['0090017000_08062023009284', '0090017000_08062023009284', '0090017000_08062023009284']
Stack 17 with items: ['0090017000_08062023005381', '0090017000_08062023005381', '0090017000_08062023005381']
Stack 18 with items: ['0090017000_08062023005381', '0090017000_08062023005381', '0090017000_08062023005381']
Stack 19 with items: ['0090017000_08062023005381', '0090017000_08062023005381', '0090017000_08062023005381']
Stack 20 with items: ['0090017000_08062023010386', '0090017000_08062023010386', '0090017000_08062023010386']
Stack 21 with items: ['0090017000_08062023010386', '0090017000_08062023010386', '0090017000_08062023035844']
Stack 22 with items: ['0090017000_08062023040468', '0090017000_08062023010386', '0090017000_08062023010386']
Stack 23 with items: ['0090017000_08062023040468', '0090017000_08062023040468']
Heuristic packed all stacks
