dataset: C
instance: SA
+-----------+
2D Packing Heuristic in Truck P080055203
Min2DVol: 31.272239999999986 [m2]
Stack 0 with items: ['0090017100_27022023024354', '0090017100_27022023014061']
Stack 1 with items: ['0090017100_27022023034586', '0090017100_27022023034586']
Stack 2 with items: ['0090017100_27022023026654', '0090017100_27022023003607']
Stack 3 with items: ['0090017100_27022023024025']
Stack 4 with items: ['0090017100_27022023026146', '0090017100_27022023026146', '0090017100_27022023026146']
Stack 5 with items: ['0090017100_27022023026146', '0090017100_27022023026146', '0090017100_27022023026146']
Stack 6 with items: ['0090017100_27022023026146', '0090017100_27022023026146', '0090017100_27022023026146']
Stack 7 with items: ['0090017100_27022023025494', '0090017100_27022023025494', '0090017100_27022023025494']
Stack 8 with items: ['0090017100_27022023025494', '0090017100_27022023023380', '0090017100_27022023023380']
Stack 9 with items: ['0090017100_27022023023380', '0090017100_27022023021378', '0090017100_27022023023380']
Stack 10 with items: ['0090017100_27022023021378', '0090017100_27022023015655', '0090017100_27022023021378']
Stack 11 with items: ['0090017100_27022023015655', '0090017100_27022023015655', '0090017100_27022023015655']
Stack 12 with items: ['0090017100_27022023015655', '0090017100_27022023015655', '0090017100_27022023015655']
Stack 13 with items: ['0090017100_27022023014671', '0090017100_27022023014097', '0090017100_27022023014671']
Stack 14 with items: ['0090017100_27022023014097', '0090017100_27022023014097', '0090017100_27022023014097']
Stack 15 with items: ['0090017100_27022023014097', '0090017100_27022023014097', '0090017100_27022023014097']
Stack 16 with items: ['0090017100_27022023014097', '0090017100_27022023014097', '0090017100_27022023014097']
Stack 17 with items: ['0090017100_27022023014097', '0090017100_27022023011224', '0090017100_27022023014097']
Stack 18 with items: ['0090017100_27022023011224', '0090017100_27022023011224', '0090017100_27022023011224']
Stack 19 with items: ['0090017100_27022023011224', '0090017100_27022023009519', '0090017100_27022023011224']
Stack 20 with items: ['0090017100_27022023009425', '0090017100_27022023009425', '0090017100_27022023009425']
Stack 21 with items: ['0090017100_27022023009425', '0090017100_27022023009425', '0090017100_27022023009425']
Stack 22 with items: ['0090017100_27022023009425', '0090017100_27022023009425', '0090017100_27022023009425']
Stack 23 with items: ['0090017100_27022023009425', '0090017100_27022023009425', '0090017100_27022023009425']
Stack 24 with items: ['0090017100_27022023009425', '0090017100_27022023009425', '0090017100_27022023009425']
Stack 25 with items: ['0090017100_27022023009425', '0090017100_27022023009143', '0090017100_27022023009425']
Heuristic packed all stacks
