dataset: C
instance: MT2
+-----------+
2D Packing Heuristic in Truck P108636101
Min2DVol: 24.19865999999999 [m2]
Stack 0 with items: ['0091017700_28022023003386', '0091017700_28022023003386']
Stack 1 with items: ['0091017700_28022023003386', '0091017700_28022023003386']
Stack 2 with items: ['0091017700_28022023003066', '0091017700_28022023000520']
Stack 3 with items: ['0091017700_28022023000514', '0091017700_28022023000514']
Stack 4 with items: ['0091017700_28022023000514', '0091017700_28022023000514']
Stack 5 with items: ['0091017700_28022023000514', '0091017700_28022023000514']
Stack 6 with items: ['0091017700_28022023000514', '0091017700_28022023000514']
Stack 7 with items: ['0091017700_28022023000524', '0091017700_28022023001174']
Stack 8 with items: ['0091017700_28022023002017', '0091017700_28022023001174']
Stack 9 with items: ['0091017700_28022023001974']
Stack 10 with items: ['0091017700_28022023000784', '0091017700_28022023005275']
Stack 11 with items: ['0091017700_28022023004532', '0091017700_28022023004532']
Stack 12 with items: ['0091017700_28022023004532', '0091017700_28022023004532']
Stack 13 with items: ['0091017700_28022023004532', '0091017700_28022023004532']
Stack 14 with items: ['0091017700_28022023004532', '0091017700_28022023004532']
Stack 15 with items: ['0091017700_28022023004245', '0091017700_28022023002230']
Stack 16 with items: ['0091017700_28022023004532', '0091017700_28022023004532']
Stack 17 with items: ['0091017700_28022023004532', '0091017700_28022023004532']
Stack 18 with items: ['0091017700_28022023004532', '0091017700_28022023004532']
Stack 19 with items: ['0091017700_28022023002230', '0091017700_28022023002230']
Heuristic packed all stacks
