dataset: X
instance: DO3
+-----------+
2D Packing Heuristic in Truck P199040005
Min2DVol: 29.84447999999999 [m2]
Stack 0 with items: ['0090019100_08062023008948', '0090019100_08062023007893', '0090019100_08062023006251']
Stack 1 with items: ['0090019100_08062023007893', '0090019100_08062023006059', '0090019100_08062023004824']
Stack 2 with items: ['0090019100_08062023002812', '0090019100_08062023002812']
Stack 3 with items: ['0090019100_08062023002812', '0090019100_08062023002812']
Stack 4 with items: ['0090019100_08062023001727', '0090019100_08062023001727']
Stack 5 with items: ['0090019100_08062023001727', '0090019100_08062023001727']
Stack 6 with items: ['0090019100_08062023001055', '0090019100_08062023001055']
Stack 7 with items: ['0090019100_08062023001055', '0090019100_08062023000209']
Stack 8 with items: ['0090019100_08062023001576', '0090019100_08062023001576']
Stack 9 with items: ['0090019100_08062023001576', '0090019100_08062023001576']
Stack 10 with items: ['0090019100_08062023001576', '0090019100_08062023001576']
Stack 11 with items: ['0090019100_08062023001576', '0090019100_08062023005802']
Stack 12 with items: ['0090019100_08062023000650', '0090019100_08062023007733']
Stack 13 with items: ['0090019100_08062023001576', '0090019100_08062023007733']
Stack 14 with items: ['0090019100_08062023000650', '0090019100_08062023005802']
Stack 15 with items: ['0090019100_08062023001576', '0090019100_08062023005802']
Stack 16 with items: ['0090019100_08062023001576', '0090019100_08062023001576']
Stack 17 with items: ['0090019100_08062023002765', '0090019100_08062023002765']
Stack 18 with items: ['0090019100_08062023002765', '0090019100_08062023002765']
Stack 19 with items: ['0090019100_08062023002765', '0090019100_08062023002765']
Stack 20 with items: ['0090019100_08062023004542', '0090019100_08062023002765']
Heuristic packed all stacks
