dataset: X
instance: DO4
+-----------+
2D Packing Heuristic in Truck P193040005
Min2DVol: 31.49 [m2]
Stack 0 with items: ['0090019100_14062023005287', '0090019100_14062023005287']
Stack 1 with items: ['0090019100_14062023002383', '0090019100_14062023003555']
Stack 2 with items: ['0090019100_14062023005287', '0090019100_14062023005287']
Stack 3 with items: ['0090019100_14062023000179', '0090019100_14062023005287']
Stack 4 with items: ['0090019100_14062023005287', '0090019100_14062023005287']
Stack 5 with items: ['0090019100_14062023005287', '0090019100_14062023005287']
Stack 6 with items: ['0090019100_14062023005287', '0090019100_14062023003555']
Stack 7 with items: ['0090019100_14062023005061', '0090019100_14062023005061']
Stack 8 with items: ['0090019100_14062023004565', '0090019100_14062023004565']
Stack 9 with items: ['0090019100_14062023002718', '0090019100_14062023002718']
Stack 10 with items: ['0090019100_14062023002718', '0090019100_14062023002718']
Stack 11 with items: ['0090019100_14062023002718', '0090019100_14062023002718']
Stack 12 with items: ['0090019100_14062023002718', '0090019100_14062023002718']
Stack 13 with items: ['0090019100_14062023002718', '0090019100_14062023002718']
Stack 14 with items: ['0090019100_14062023002718', '0090019100_14062023002718']
Stack 15 with items: ['0090019100_14062023001931', '0090019100_14062023001931']
Stack 16 with items: ['0090019100_14062023001931', '0090019100_14062023001931']
Stack 17 with items: ['0090019100_14062023001931', '0090019100_14062023001931']
Stack 18 with items: ['0090019100_14062023001931', '0090019100_14062023001931']
Stack 19 with items: ['0090019100_14062023001447', '0090019100_14062023001447']
Heuristic packed all stacks
