dataset: B
instance: RM2
+-----------+
2D Packing Heuristic in Truck P312398101
Min2DVol: 30.996599999999994 [m2]
Stack 0 with items: ['0090038200_26102022001205', '0090038200_26102022001205', '0090038200_26102022001205']
Stack 1 with items: ['0090038200_26102022001205', '0090038200_26102022004181', '0090038200_26102022004181']
Stack 2 with items: ['0090038200_26102022004181', '0090038200_26102022000730', '0090038200_26102022004181']
Stack 3 with items: ['0090038200_26102022001205', '0090038200_26102022001205', '0090038200_26102022001205']
Stack 4 with items: ['0090038200_26102022004740', '0090038200_26102022004740']
Stack 5 with items: ['0090038200_26102022004740', '0090038200_26102022004740']
Stack 6 with items: ['0090038200_26102022004740', '0090038200_26102022004740']
Stack 7 with items: ['0090038200_26102022002974', '0090038200_26102022004740']
Stack 8 with items: ['0090038200_26102022002974', '0090038200_26102022002974']
Stack 9 with items: ['0090038200_26102022002974', '0090038200_26102022002974']
Stack 10 with items: ['0090038200_26102022002974', '0090038200_26102022002974']
Stack 11 with items: ['0090038200_26102022002974', '0090038200_26102022002974']
Stack 12 with items: ['0090038200_26102022002974', '0090038200_26102022002974']
Stack 13 with items: ['0090038200_26102022002974', '0090038200_26102022002974']
Stack 14 with items: ['0090038200_26102022002974', '0090038200_26102022002974']
Stacks not packed:
Stack 14 missing: ['0090038200_26102022002974', '0090038200_26102022002974']
