dataset: C
instance: SA
+-----------+
2D Packing Heuristic in Truck P093055511
Min2DVol: 32.04120000000001 [m2]
Stack 0 with items: ['0090017100_27022023030099', '0090017100_27022023030099', '0090017100_27022023030099']
Stack 1 with items: ['0090017100_27022023030099', '0090017100_27022023030099', '0090017100_27022023030099']
Stack 2 with items: ['0090017100_27022023026722', '0090017100_27022023030099', '0090017100_27022023030099']
Stack 3 with items: ['0090017100_27022023026722', '0090017100_27022023026722', '0090017100_27022023026722']
Stack 4 with items: ['0090017100_27022023029848', '0090017100_27022023029848']
Stack 5 with items: ['0090017100_27022023029848', '0090017100_27022023029848']
Stack 6 with items: ['0090017100_27022023029848', '0090017100_27022023029848']
Stack 7 with items: ['0090017100_27022023029848', '0090017100_27022023029848']
Stack 8 with items: ['0090017100_27022023029848', '0090017100_27022023029848']
Stack 9 with items: ['0090017100_27022023029848', '0090017100_27022023029848']
Stack 10 with items: ['0090017100_27022023030117', '0090017100_27022023030117']
Stack 11 with items: ['0090017100_27022023030117', '0090017100_27022023030117']
Stack 12 with items: ['0090017100_27022023030117', '0090017100_27022023030117']
Stack 13 with items: ['0090017100_27022023030117', '0090017100_27022023030117']
Stack 14 with items: ['0090017100_27022023030117', '0090017100_27022023030117']
Stack 15 with items: ['0090017100_27022023030117', '0090017100_27022023030117']
Stack 16 with items: ['0090017100_27022023030117', '0090017100_27022023030117']
Stack 17 with items: ['0090017100_27022023030117', '0090017100_27022023030117']
Stack 18 with items: ['0090017100_27022023030117', '0090017100_27022023030117']
Stack 19 with items: ['0090017100_27022023030117', '0090017100_27022023030117']
Stack 20 with items: ['0090017100_27022023030117', '0090017100_27022023030117']
Stack 21 with items: ['0090017100_27022023030117', '0090017100_27022023030117']
Stack 22 with items: ['0090017100_27022023030117', '0090017100_27022023030117']
Stack 23 with items: ['0090017100_27022023030117', '0090017100_27022023030117']
Heuristic packed all stacks
