dataset: A
instance: SA2
+-----------+
2D Packing Heuristic in Truck P235154701
Min2DVol: 28.269000000000016 [m2]
Stack 0 with items: ['0090017100_03072022001760', '0090017100_03072022001760']
Stack 1 with items: ['0090017100_03072022004316', '0090017100_03072022001760']
Stack 2 with items: ['0090017100_03072022016696', '0090017100_03072022001760']
Stack 3 with items: ['0090017100_03072022004316', '0090017100_03072022001760']
Stack 4 with items: ['0090017100_03072022001760', '0090017100_03072022001760']
Stack 5 with items: ['0090017100_03072022016696', '0090017100_03072022016696']
Stack 6 with items: ['0090017100_03072022004316', '0090017100_03072022016696']
Stack 7 with items: ['0090017100_03072022016696', '0090017100_03072022001760']
Stack 8 with items: ['0090017100_03072022010463', '0090017100_03072022010608']
Stack 9 with items: ['0090017100_03072022010463', '0090017100_03072022010608']
Stack 10 with items: ['0090017100_03072022010463', '0090017100_03072022010608']
Stack 11 with items: ['0090017100_03072022010463', '0090017100_03072022010608']
Stack 12 with items: ['0090017100_03072022010463', '0090017100_03072022010608']
Stack 13 with items: ['0090017100_03072022010463', '0090017100_03072022005169']
Stack 14 with items: ['0090017100_03072022010463', '0090017100_03072022005169']
Stack 15 with items: ['0090017100_03072022009479', '0090017100_03072022005169']
Stack 16 with items: ['0090017100_03072022009479', '0090017100_03072022005169']
Stack 17 with items: ['0090017100_03072022009479', '0090017100_03072022005169']
Stack 18 with items: ['0090017100_03072022009479', '0090017100_03072022005169']
Stack 19 with items: ['0090017100_03072022009479', '0090017100_03072022005169']
Stack 20 with items: ['0090017100_03072022009479', '0090017100_03072022005169']
Stack 21 with items: ['0090017100_03072022009479', '0090017100_03072022005169']
Stack 22 with items: ['0090017100_03072022005169', '0090017100_03072022005169', '0090017100_03072022005169']
Stack 23 with items: ['0090017100_03072022008933', '0090017100_03072022008933']
Stack 24 with items: ['0090017100_03072022008740', '0090017100_03072022008740']
Heuristic packed all stacks
