dataset: A
instance: RM
+-----------+
2D Packing Heuristic in Truck P216393101
Min2DVol: 20.355062 [m2]
Stack 0 with items: ['0090038200_03072022002559', '0090038200_03072022001610']
Stack 1 with items: ['0090038200_03072022001610', '0090038200_03072022001610']
Stack 2 with items: ['0090038200_03072022001610', '0090038200_03072022001610']
Stack 3 with items: ['0090038200_03072022001610', '0090038200_03072022001610']
Stack 4 with items: ['0090038200_03072022001610', '0090038200_03072022001610']
Stack 5 with items: ['0090038200_03072022001610', '0090038200_03072022001610']
Stack 6 with items: ['0090038200_03072022001610', '0090038200_03072022001393']
Stack 7 with items: ['0090038200_03072022001393', '0090038200_03072022001393']
Stack 8 with items: ['0090038200_03072022001393', '0090038200_03072022001393']
Stack 9 with items: ['0090038200_03072022001393', '0090038200_03072022001393']
Stack 10 with items: ['0090038200_03072022001393', '0090038200_03072022001393']
Stack 11 with items: ['0090038200_03072022001393', '0090038200_03072022001393']
Stack 12 with items: ['0090038200_03072022001393', '0090038200_03072022001299']
Heuristic packed all stacks
