dataset: X
instance: BY
+-----------+
2D Packing Heuristic in Truck P187215307
Min2DVol: 19.199999999999996 [m2]
Stack 0 with items: ['0090016900_08062023039834', '0090016900_08062023027993', '0090016900_08062023039834']
Stack 1 with items: ['0090016900_08062023027993', '0090016900_08062023027993', '0090016900_08062023027993']
Stack 2 with items: ['0090016900_08062023027993', '0090016900_08062023027993', '0090016900_08062023027993']
Stack 3 with items: ['0090016900_08062023027993', '0090016900_08062023027993', '0090016900_08062023027993']
Stack 4 with items: ['0090016900_08062023027993', '0090016900_08062023027993', '0090016900_08062023027993']
Stack 5 with items: ['0090016900_08062023027993', '0090016900_08062023027993', '0090016900_08062023027993']
Stack 6 with items: ['0090016900_08062023027993', '0090016900_08062023027993', '0090016900_08062023027993']
Stack 7 with items: ['0090016900_08062023027993', '0090016900_08062023027198', '0090016900_08062023027993']
Stack 8 with items: ['0090016900_08062023027198', '0090016900_08062023027198', '0090016900_08062023027198']
Stack 9 with items: ['0090016900_08062023027198', '0090016900_08062023027198', '0090016900_08062023027198']
Stack 10 with items: ['0090016900_08062023027198', '0090016900_08062023027198', '0090016900_08062023027198']
Stack 11 with items: ['0090016900_08062023027198', '0090016900_08062023027198', '0090016900_08062023027198']
Stack 12 with items: ['0090016900_08062023027198', '0090016900_08062023027198', '0090016900_08062023027198']
Stack 13 with items: ['0090016900_08062023027198', '0090016900_08062023027198', '0090016900_08062023027198']
Stack 14 with items: ['0090016900_08062023027198', '0090016900_08062023027198', '0090016900_08062023027198']
Stack 15 with items: ['0090016900_08062023027198', '0090016900_08062023002152', '0090016900_08062023002152']
Heuristic packed all stacks
