dataset: X
instance: AS
+-----------+
2D Packing Heuristic in Truck P170706603
Min2DVol: 44.95012500000002 [m2]
Stack 0 with items: ['0090018000_08062023002142']
Stack 1 with items: ['0090018000_08062023002142']
Stack 2 with items: ['0090018000_08062023002142']
Stack 3 with items: ['0090018000_08062023002142']
Stack 4 with items: ['0090018000_08062023002142']
Stack 5 with items: ['0090018000_08062023005036', '0090018000_08062023005036']
Stack 6 with items: ['0090018000_08062023005036', '0090018000_08062023005036']
Stack 7 with items: ['0090018000_08062023005036', '0090018000_08062023005036']
Stack 8 with items: ['0090018000_08062023005036', '0090018000_08062023005036']
Stack 9 with items: ['0090018000_08062023005036', '0090018000_08062023005036']
Stack 10 with items: ['0090018000_08062023005036', '0090018000_08062023005036']
Stack 11 with items: ['0090018000_08062023005036', '0090018000_08062023005036']
Stack 12 with items: ['0090018000_08062023010804', '0090018000_08062023010804']
Stack 13 with items: ['0090018000_08062023010804', '0090018000_08062023010804']
Stack 14 with items: ['0090018000_08062023010804', '0090018000_08062023010804']
Stack 15 with items: ['0090018000_08062023010804', '0090018000_08062023010804']
Stack 16 with items: ['0090018000_08062023010804', '0090018000_08062023010804']
Stack 17 with items: ['0090018000_08062023010804', '0090018000_08062023010804']
Stack 18 with items: ['0090018000_08062023010804', '0090018000_08062023010804']
Stack 19 with items: ['0090018000_08062023010804', '0090018000_08062023010804']
Stack 20 with items: ['0090018000_08062023010804', '0090018000_08062023010804']
Stack 21 with items: ['0090018000_08062023010804', '0090018000_08062023010804']
Stack 22 with items: ['0090018000_08062023010804', '0090018000_08062023010804']
Stack 23 with items: ['0090018000_08062023010804', '0090018000_08062023010804']
Stack 24 with items: ['0090018000_08062023010804', '0090018000_08062023010804']
Stack 25 with items: ['0090018000_08062023010804', '0090018000_08062023010804']
Heuristic packed all stacks
