dataset: C
instance: DO
+-----------+
2D Packing Heuristic in Truck P087210203
Min2DVol: 26.611062000000004 [m2]
Stack 0 with items: ['0090019100_27022023000162', '0090019100_27022023000162']
Stack 1 with items: ['0090019100_27022023000162', '0090019100_27022023000162']
Stack 2 with items: ['0090019100_27022023000162', '0090019100_27022023028075']
Stack 3 with items: ['0090019100_27022023000162', '0090019100_27022023000162']
Stack 4 with items: ['0090019100_27022023039546', '0090019100_27022023039546']
Stack 5 with items: ['0090019100_27022023039546', '0090019100_27022023039546']
Stack 6 with items: ['0090019100_27022023039546', '0090019100_27022023039546']
Stack 7 with items: ['0090019100_27022023039546', '0090019100_27022023039546']
Stack 8 with items: ['0090019100_27022023039546', '0090019100_27022023039546']
Stack 9 with items: ['0090019100_27022023039546', '0090019100_27022023039546']
Stack 10 with items: ['0090019100_27022023039546', '0090019100_27022023039546']
Stack 11 with items: ['0090019100_27022023039546', '0090019100_27022023039546']
Stack 12 with items: ['0090019100_27022023039546', '0090019100_27022023039149']
Stack 13 with items: ['0090019100_27022023039149', '0090019100_27022023036953']
Stack 14 with items: ['0090019100_27022023020841', '0090019100_27022023020827']
Stack 15 with items: ['0090019100_27022023017161', '0090019100_27022023008440']
Stack 16 with items: ['0090019100_27022023000870', '0090019100_27022023000249']
Heuristic packed all stacks
