dataset: B
instance: SA
+-----------+
2D Packing Heuristic in Truck P321050901
Min2DVol: 30.418000000000006 [m2]
Stack 0 with items: ['0090017100_26102022015753', '0090017100_26102022015753']
Stack 1 with items: ['0090017100_26102022015753', '0090017100_26102022015753']
Stack 2 with items: ['0090017100_26102022015753', '0090017100_26102022015753']
Stack 3 with items: ['0090017100_26102022015753', '0090017100_26102022015753']
Stack 4 with items: ['0090017100_26102022015753', '0090017100_26102022015753']
Stack 5 with items: ['0090017100_26102022015753', '0090017100_26102022015753']
Stack 6 with items: ['0090017100_26102022015753', '0090017100_26102022015753']
Stack 7 with items: ['0090017100_26102022015753', '0090017100_26102022015753']
Stack 8 with items: ['0090017100_26102022015753', '0090017100_26102022015753']
Stack 9 with items: ['0090017100_26102022015753', '0090017100_26102022015753']
Stack 10 with items: ['0090017100_26102022013416', '0090017100_26102022013416']
Stack 11 with items: ['0090017100_26102022013416', '0090017100_26102022013416']
Stack 12 with items: ['0090017100_26102022013416', '0090017100_26102022013416']
Stack 13 with items: ['0090017100_26102022013416', '0090017100_26102022013416']
Stack 14 with items: ['0090017100_26102022013416', '0090017100_26102022013416']
Stack 15 with items: ['0090017100_26102022013416', '0090017100_26102022013416']
Stack 16 with items: ['0090017100_26102022013416', '0090017100_26102022013416']
Stack 17 with items: ['0090017100_26102022013416', '0090017100_26102022013416']
Stack 18 with items: ['0090017100_26102022013416', '0090017100_26102022013416']
Stack 19 with items: ['0090017100_26102022013416', '0090017100_26102022013416']
Heuristic packed all stacks
