dataset: A
instance: TA
+-----------+
2D Packing Heuristic in Truck P236382301
Min2DVol: 15.599999999999996 [m2]
Stack 0 with items: ['0090038300_03072022012640', '0090038300_03072022007597', '0090038300_03072022004403']
Stack 1 with items: ['0090038300_03072022012640', '0090038300_03072022012640']
Stack 2 with items: ['0090038300_03072022012640', '0090038300_03072022012640']
Stack 3 with items: ['0090038300_03072022012640', '0090038300_03072022012640']
Stack 4 with items: ['0090038300_03072022012640', '0090038300_03072022012640']
Stack 5 with items: ['0090038300_03072022012640', '0090038300_03072022012640']
Stack 6 with items: ['0090038300_03072022012640', '0090038300_03072022012640']
Stack 7 with items: ['0090038300_03072022012640', '0090038300_03072022012640']
Stack 8 with items: ['0090038300_03072022012640', '0090038300_03072022012640']
Stack 9 with items: ['0090038300_03072022012640', '0090038300_03072022012640']
Stack 10 with items: ['0090038300_03072022012640', '0090038300_03072022012640']
Stack 11 with items: ['0090038300_03072022012640', '0090038300_03072022012640']
Stack 12 with items: ['0090038300_03072022012640', '0090038300_03072022012640']
Heuristic packed all stacks
