dataset: C
instance: TA
+-----------+
2D Packing Heuristic in Truck P101380801
Min2DVol: 29.23344000000001 [m2]
Stack 0 with items: ['0090038300_27022023035976', '0090038300_27022023034009', '0090038300_27022023035976']
Stack 1 with items: ['0090038300_27022023032292', '0090038300_27022023029695']
Stack 2 with items: ['0090038300_27022023029695', '0090038300_27022023027744']
Stack 3 with items: ['0090038300_27022023027744', '0090038300_27022023027744']
Stack 4 with items: ['0090038300_27022023027744', '0090038300_27022023026181']
Stack 5 with items: ['0090038300_27022023026181', '0090038300_27022023026181']
Stack 6 with items: ['0090038300_27022023026181', '0090038300_27022023026181']
Stack 7 with items: ['0090038300_27022023024813', '0090038300_27022023023736']
Stack 8 with items: ['0090038300_27022023023736', '0090038300_27022023023736']
Stack 9 with items: ['0090038300_27022023021252', '0090038300_27022023021252']
Stack 10 with items: ['0090038300_27022023021252', '0090038300_27022023021252']
Stack 11 with items: ['0090038300_27022023021252', '0090038300_27022023021252']
Stack 12 with items: ['0090038300_27022023021252', '0090038300_27022023021252']
Stack 13 with items: ['0090038300_27022023021252', '0090038300_27022023021252']
Stack 14 with items: ['0090038300_27022023017722', '0090038300_27022023013250']
Stack 15 with items: ['0090038300_27022023013250', '0090038300_27022023013250']
Stack 16 with items: ['0090038300_27022023012473', '0090038300_27022023012473']
Stack 17 with items: ['0090038300_27022023012473', '0090038300_27022023012473']
Stack 18 with items: ['0090038300_27022023012473', '0090038300_27022023012473']
Stack 19 with items: ['0090038300_27022023012473', '0090038300_27022023011684']
Stack 20 with items: ['0090038300_27022023009710', '0090038300_27022023008706']
Stack 21 with items: ['0090038300_27022023008706', '0090038300_27022023008706']
Stack 22 with items: ['0090038300_27022023008706', '0090038300_27022023007338']
Stack 23 with items: ['0090038300_27022023007338', '0090038300_27022023001878']
Heuristic packed all stacks
