dataset: C
instance: TR
+-----------+
2D Packing Heuristic in Truck P075421703
Min2DVol: 30.119999999999994 [m2]
Stack 0 with items: ['0090017000_27022023023847', '0090017000_27022023023847', '0090017000_27022023023847']
Stack 1 with items: ['0090017000_27022023023847', '0090017000_27022023023847', '0090017000_27022023023847']
Stack 2 with items: ['0090017000_27022023023847', '0090017000_27022023020222', '0090017000_27022023023847']
Stack 3 with items: ['0090017000_27022023020222', '0090017000_27022023020222', '0090017000_27022023020222']
Stack 4 with items: ['0090017000_27022023020222', '0090017000_27022023020222', '0090017000_27022023020222']
Stack 5 with items: ['0090017000_27022023010773', '0090017000_27022023005194']
Stack 6 with items: ['0090017000_27022023006659', '0090017000_27022023006659']
Stack 7 with items: ['0090017000_27022023006659', '0090017000_27022023006659']
Stack 8 with items: ['0090017000_27022023006659', '0090017000_27022023006659']
Stack 9 with items: ['0090017000_27022023006659', '0090017000_27022023006659']
Stack 10 with items: ['0090017000_27022023006659', '0090017000_27022023006659']
Stack 11 with items: ['0090017000_27022023006659', '0090017000_27022023006659']
Stack 12 with items: ['0090017000_27022023006659', '0090017000_27022023006659']
Stack 13 with items: ['0090017000_27022023006659', '0090017000_27022023006659']
Stack 14 with items: ['0090017000_27022023006659', '0090017000_27022023006659']
Stack 15 with items: ['0090017000_27022023006659', '0090017000_27022023006659']
Heuristic packed all stacks
