dataset: X
instance: TR
+-----------+
2D Packing Heuristic in Truck P173422511
Min2DVol: 30.891199999999998 [m2]
Stack 0 with items: ['0090017000_08062023002996', '0090017000_08062023002996', '0090017000_08062023002996', '0090017000_08062023002996']
Stack 1 with items: ['0090017000_08062023000130', '0090017000_08062023000130', '0090017000_08062023000130', '0090017000_08062023000130']
Stack 2 with items: ['0090017000_08062023040065', '0090017000_08062023007927', '0090017000_08062023006196']
Stack 3 with items: ['0090017000_08062023023054', '0090017000_08062023008864', '0090017000_08062023006739']
Stack 4 with items: ['0090017000_08062023006739', '0090017000_08062023006739', '0090017000_08062023006739']
Stack 5 with items: ['0090017000_08062023006739', '0090017000_08062023006739', '0090017000_08062023006739']
Stack 6 with items: ['0090017000_08062023002587', '0090017000_08062023002587', '0090017000_08062023002587']
Stack 7 with items: ['0090017000_08062023002587', '0090017000_08062023002587', '0090017000_08062023002587']
Stack 8 with items: ['0090017000_08062023002587', '0090017000_08062023002587', '0090017000_08062023002587']
Stack 9 with items: ['0090017000_08062023002587', '0090017000_08062023002587', '0090017000_08062023002587']
Stack 10 with items: ['0090017000_08062023002774', '0090017000_08062023039622', '0090017000_08062023039622']
Stack 11 with items: ['0090017000_08062023039622', '0090017000_08062023039622', '0090017000_08062023039622']
Stack 12 with items: ['0090017000_08062023010057', '0090017000_08062023010057', '0090017000_08062023010057']
Stack 13 with items: ['0090017000_08062023010057', '0090017000_08062023010057', '0090017000_08062023039622']
Stack 14 with items: ['0090017000_08062023010169', '0090017000_08062023010169', '0090017000_08062023010169']
Stack 15 with items: ['0090017000_08062023010169', '0090017000_08062023010169', '0090017000_08062023010169']
Heuristic packed all stacks
