dataset: C
instance: SA3
+-----------+
2D Packing Heuristic in Truck P074157505
Min2DVol: 31.43999999999999 [m2]
Stack 0 with items: ['0090017100_28022023023902', '0090017100_28022023023902', '0090017100_28022023023902']
Stack 1 with items: ['0090017100_28022023023902', '0090017100_28022023023902', '0090017100_28022023023902']
Stack 2 with items: ['0090017100_28022023023902', '0090017100_28022023023902', '0090017100_28022023023902']
Stack 3 with items: ['0090017100_28022023023902', '0090017100_28022023023902', '0090017100_28022023023902']
Stack 4 with items: ['0090017100_28022023023902', '0090017100_28022023023902', '0090017100_28022023023902']
Stack 5 with items: ['0090017100_28022023023902', '0090017100_28022023023902', '0090017100_28022023023902']
Stack 6 with items: ['0090017100_28022023023902', '0090017100_28022023023902', '0090017100_28022023023902']
Stack 7 with items: ['0090017100_28022023023902', '0090017100_28022023023902', '0090017100_28022023023902']
Stack 8 with items: ['0090017100_28022023023902', '0090017100_28022023023902', '0090017100_28022023023902']
Stack 9 with items: ['0090017100_28022023023902', '0090017100_28022023023902', '0090017100_28022023023902']
Stack 10 with items: ['0090017100_28022023023902', '0090017100_28022023023902', '0090017100_28022023023902']
Stack 11 with items: ['0090017100_28022023023902', '0090017100_28022023023902', '0090017100_28022023023902']
Stack 12 with items: ['0090017100_28022023023902', '0090017100_28022023023902', '0090017100_28022023023902']
Stack 13 with items: ['0090017100_28022023000250', '0090017100_28022023000250', '0090017100_28022023000250']
Stack 14 with items: ['0090017100_28022023000250', '0090017100_28022023000250', '0090017100_28022023000250']
Stack 15 with items: ['0090017100_28022023000250', '0090017100_28022023000250', '0090017100_28022023000250']
Stack 16 with items: ['0090017100_28022023000250', '0090017100_28022023000250', '0090017100_28022023000250']
Stack 17 with items: ['0090017100_28022023000250', '0090017100_28022023000250', '0090017100_28022023000250']
Stack 18 with items: ['0090017100_28022023000250', '0090017100_28022023000250', '0090017100_28022023000250']
Stack 19 with items: ['0090017100_28022023000250', '0090017100_28022023000250', '0090017100_28022023000250']
Stack 20 with items: ['0090017100_28022023000250', '0090017100_28022023000250', '0090017100_28022023000250']
Stack 21 with items: ['0090017100_28022023000250', '0090017100_28022023000250', '0090017100_28022023000250']
Stack 22 with items: ['0090017100_28022023000250', '0090017100_28022023000250', '0090017100_28022023000250']
Stack 23 with items: ['0090017100_28022023007880', '0090017100_28022023015320', '0090017100_28022023023892']
Stack 24 with items: ['0090017100_28022023027310', '0090017100_28022023027310', '0090017100_28022023027310']
Heuristic packed all stacks
