dataset: C
instance: TA
+-----------+
2D Packing Heuristic in Truck P069385109
Min2DVol: 31.494180000000025 [m2]
Stack 0 with items: ['0090038300_27022023033909', '0090038300_27022023000037']
Stack 1 with items: ['0090038300_27022023014073', '0090038300_27022023007470']
Stack 2 with items: ['0090038300_27022023015410', '0090038300_27022023014522']
Stack 3 with items: ['0090038300_27022023019565', '0090038300_27022023018664']
Stack 4 with items: ['0090038300_27022023030790', '0090038300_27022023020629']
Stack 5 with items: ['0090038300_27022023030969', '0090038300_27022023030809']
Stack 6 with items: ['0090038300_27022023035700', '0090038300_27022023035700', '0090038300_27022023035700']
Stack 7 with items: ['0090038300_27022023035700', '0090038300_27022023034698', '0090038300_27022023035700']
Stack 8 with items: ['0090038300_27022023018878', '0090038300_27022023018878', '0090038300_27022023018878']
Stack 9 with items: ['0090038300_27022023018878', '0090038300_27022023018523', '0090038300_27022023018878']
Stack 10 with items: ['0090038300_27022023018523', '0090038300_27022023018523', '0090038300_27022023018523']
Stack 11 with items: ['0090038300_27022023018523', '0090038300_27022023018523', '0090038300_27022023018523']
Stack 12 with items: ['0090038300_27022023018523', '0090038300_27022023011524', '0090038300_27022023011524']
Stack 13 with items: ['0090038300_27022023011524', '0090038300_27022023011524', '0090038300_27022023011524']
Stack 14 with items: ['0090038300_27022023011524', '0090038300_27022023011524', '0090038300_27022023011524']
Stack 15 with items: ['0090038300_27022023011524', '0090038300_27022023007406', '0090038300_27022023011524']
Stack 16 with items: ['0090038300_27022023007406', '0090038300_27022023007406', '0090038300_27022023007406']
Stack 17 with items: ['0090038300_27022023007406', '0090038300_27022023007406', '0090038300_27022023007406']
Stack 18 with items: ['0090038300_27022023007406', '0090038300_27022023007406', '0090038300_27022023007406']
Stack 19 with items: ['0090038300_27022023007406', '0090038300_27022023007406', '0090038300_27022023007406']
Stack 20 with items: ['0090038300_27022023007406', '0090038300_27022023007406', '0090038300_27022023007406']
Stack 21 with items: ['0090038300_27022023007406', '0090038300_27022023007406', '0090038300_27022023007406']
Stack 22 with items: ['0090038300_27022023007406', '0090038300_27022023007406', '0090038300_27022023007406']
Stack 23 with items: ['0090038300_27022023007406', '0090038300_27022023004379', '0090038300_27022023007406']
Stack 24 with items: ['0090038300_27022023004379', '0090038300_27022023004379', '0090038300_27022023004379']
Stack 25 with items: ['0090038300_27022023004379', '0090038300_27022023004379', '0090038300_27022023004379']
Stack 26 with items: ['0090038300_27022023004379', '0090038300_27022023003292', '0090038300_27022023004379']
Stack 27 with items: ['0090038300_27022023003292', '0090038300_27022023003292', '0090038300_27022023003292']
Stack 28 with items: ['0090038300_27022023002586', '0090038300_27022023002586', '0090038300_27022023002586']
Stack 29 with items: ['0090038300_27022023002586', '0090038300_27022023002586', '0090038300_27022023002586']
Stack 30 with items: ['0090038300_27022023024556', '0090038300_27022023005192', '0090038300_27022023024556']
Stack 31 with items: ['0090038300_27022023015629', '0090038300_27022023015629', '0090038300_27022023015629']
Stack 32 with items: ['0090038300_27022023020819', '0090038300_27022023014638', '0090038300_27022023022963']
Stack 33 with items: ['0090038300_27022023015577', '0090038300_27022023019510', '0090038300_27022023022963']
Stack 34 with items: ['0090038300_27022023022963', '0090038300_27022023005192', '0090038300_27022023023343']
Stack 35 with items: ['0090038300_27022023015629', '0090038300_27022023015629', '0090038300_27022023015629']
Stack 36 with items: ['0090038300_27022023005192', '0090038300_27022023005192', '0090038300_27022023005192']
Stack 37 with items: ['0090038300_27022023015629', '0090038300_27022023015629', '0090038300_27022023015629']
Stacks not packed:
Stack 6 missing: ['0090038300_27022023035700', '0090038300_27022023035700', '0090038300_27022023035700']
Stack 7 missing: ['0090038300_27022023035700', '0090038300_27022023034698', '0090038300_27022023035700']
Stack 8 missing: ['0090038300_27022023018878', '0090038300_27022023018878', '0090038300_27022023018878']
Stack 9 missing: ['0090038300_27022023018878', '0090038300_27022023018523', '0090038300_27022023018878']
Stack 10 missing: ['0090038300_27022023018523', '0090038300_27022023018523', '0090038300_27022023018523']
Stack 11 missing: ['0090038300_27022023018523', '0090038300_27022023018523', '0090038300_27022023018523']
Stack 12 missing: ['0090038300_27022023018523', '0090038300_27022023011524', '0090038300_27022023011524']
Stack 13 missing: ['0090038300_27022023011524', '0090038300_27022023011524', '0090038300_27022023011524']
Stack 14 missing: ['0090038300_27022023011524', '0090038300_27022023011524', '0090038300_27022023011524']
Stack 15 missing: ['0090038300_27022023011524', '0090038300_27022023007406', '0090038300_27022023011524']
Stack 24 missing: ['0090038300_27022023004379', '0090038300_27022023004379', '0090038300_27022023004379']
Stack 25 missing: ['0090038300_27022023004379', '0090038300_27022023004379', '0090038300_27022023004379']
Stack 26 missing: ['0090038300_27022023004379', '0090038300_27022023003292', '0090038300_27022023004379']
Stack 27 missing: ['0090038300_27022023003292', '0090038300_27022023003292', '0090038300_27022023003292']
Stack 28 missing: ['0090038300_27022023002586', '0090038300_27022023002586', '0090038300_27022023002586']
Stack 29 missing: ['0090038300_27022023002586', '0090038300_27022023002586', '0090038300_27022023002586']
