dataset: X
instance: BY2
+-----------+
2D Packing Heuristic in Truck P209067401
Min2DVol: 20.39999999999999 [m2]
Stack 0 with items: ['0090016900_08062023039164', '0090016900_08062023039164']
Stack 1 with items: ['0090016900_08062023039164', '0090016900_08062023039164']
Stack 2 with items: ['0090016900_08062023039164', '0090016900_08062023039164']
Stack 3 with items: ['0090016900_08062023039164', '0090016900_08062023039164']
Stack 4 with items: ['0090016900_08062023039164', '0090016900_08062023039164']
Stack 5 with items: ['0090016900_08062023039164', '0090016900_08062023039164']
Stack 6 with items: ['0090016900_08062023039164', '0090016900_08062023039164']
Stack 7 with items: ['0090016900_08062023039164', '0090016900_08062023039164']
Stack 8 with items: ['0090016900_08062023034239', '0090016900_08062023034239']
Stack 9 with items: ['0090016900_08062023018580', '0090016900_08062023009577']
Stack 10 with items: ['0090016900_08062023009577', '0090016900_08062023009577']
Stack 11 with items: ['0090016900_08062023009577', '0090016900_08062023009577']
Stack 12 with items: ['0090016900_08062023009577', '0090016900_08062023009577']
Stack 13 with items: ['0090016900_08062023009577', '0090016900_08062023009577']
Stack 14 with items: ['0090016900_08062023009577', '0090016900_08062023003908']
Stack 15 with items: ['0090016900_08062023003908', '0090016900_08062023003908']
Stack 16 with items: ['0090016900_08062023003908', '0090016900_08062023003908']
Heuristic packed all stacks
