dataset: X
instance: TR7
+-----------+
2D Packing Heuristic in Truck P199421801
Min2DVol: 32.400000000000034 [m2]
Stack 0 with items: ['0090017000_14062023039377', '0090017000_14062023038038', '0090017000_14062023038038']
Stack 1 with items: ['0090017000_14062023038038', '0090017000_14062023038038', '0090017000_14062023038038']
Stack 2 with items: ['0090017000_14062023038038', '0090017000_14062023037403', '0090017000_14062023037403']
Stack 3 with items: ['0090017000_14062023037403', '0090017000_14062023037403', '0090017000_14062023037403']
Stack 4 with items: ['0090017000_14062023037403', '0090017000_14062023037403', '0090017000_14062023037403']
Stack 5 with items: ['0090017000_14062023037403', '0090017000_14062023035743', '0090017000_14062023037403']
Stack 6 with items: ['0090017000_14062023035743', '0090017000_14062023035743', '0090017000_14062023035743']
Stack 7 with items: ['0090017000_14062023035743', '0090017000_14062023035743', '0090017000_14062023035743']
Stack 8 with items: ['0090017000_14062023035743', '0090017000_14062023035743', '0090017000_14062023035743']
Stack 9 with items: ['0090017000_14062023035743', '0090017000_14062023035743', '0090017000_14062023035743']
Stack 10 with items: ['0090017000_14062023035743', '0090017000_14062023035743', '0090017000_14062023035743']
Stack 11 with items: ['0090017000_14062023035743', '0090017000_14062023033702', '0090017000_14062023033702']
Stack 12 with items: ['0090017000_14062023033702', '0090017000_14062023033702', '0090017000_14062023033702']
Stack 13 with items: ['0090017000_14062023033702', '0090017000_14062023033476', '0090017000_14062023033702']
Stack 14 with items: ['0090017000_14062023033476', '0090017000_14062023033476', '0090017000_14062023033476']
Stack 15 with items: ['0090017000_14062023033476', '0090017000_14062023031895', '0090017000_14062023030742']
Stack 16 with items: ['0090017000_14062023030742', '0090017000_14062023030742', '0090017000_14062023030742']
Stack 17 with items: ['0090017000_14062023030742', '0090017000_14062023023195', '0090017000_14062023023195']
Stack 18 with items: ['0090017000_14062023023195', '0090017000_14062023023195', '0090017000_14062023023195']
Stack 19 with items: ['0090017000_14062023023195', '0090017000_14062023023195', '0090017000_14062023023195']
Stack 20 with items: ['0090017000_14062023021537', '0090017000_14062023021350', '0090017000_14062023020620']
Stack 21 with items: ['0090017000_14062023020620', '0090017000_14062023019888', '0090017000_14062023019888']
Stack 22 with items: ['0090017000_14062023019888', '0090017000_14062023019888', '0090017000_14062023019888']
Stack 23 with items: ['0090017000_14062023019888', '0090017000_14062023019888', '0090017000_14062023019888']
Stack 24 with items: ['0090017000_14062023019888', '0090017000_14062023019888', '0090017000_14062023019888']
