dataset: C
instance: BY
+-----------+
2D Packing Heuristic in Truck P067061909
Min2DVol: 29.69166000000002 [m2]
Stack 0 with items: ['0090016900_27022023003238']
Stack 1 with items: ['0090016900_27022023040306', '0090016900_27022023040306']
Stack 2 with items: ['0090016900_27022023018561', '0090016900_27022023018561']
Stack 3 with items: ['0090016900_27022023040306', '0090016900_27022023018561']
Stack 4 with items: ['0090016900_27022023004812', '0090016900_27022023018561']
Stack 5 with items: ['0090016900_27022023004812', '0090016900_27022023004812']
Stack 6 with items: ['0090016900_27022023020791', '0090016900_27022023018561']
Stack 7 with items: ['0090016900_27022023010108', '0090016900_27022023010108', '0090016900_27022023010108']
Stack 8 with items: ['0090016900_27022023049291', '0090016900_27022023049291', '0090016900_27022023049291']
Stack 9 with items: ['0090016900_27022023049291', '0090016900_27022023049291', '0090016900_27022023049291']
Stack 10 with items: ['0090016900_27022023049291', '0090016900_27022023049291', '0090016900_27022023049291']
Stack 11 with items: ['0090016900_27022023049291', '0090016900_27022023049291', '0090016900_27022023049291']
Stack 12 with items: ['0090016900_27022023049291', '0090016900_27022023049291', '0090016900_27022023049291']
Stack 13 with items: ['0090016900_27022023049291', '0090016900_27022023049291', '0090016900_27022023049291']
Stack 14 with items: ['0090016900_27022023049291', '0090016900_27022023049291', '0090016900_27022023049291']
Stack 15 with items: ['0090016900_27022023049291', '0090016900_27022023049291', '0090016900_27022023049291']
Stack 16 with items: ['0090016900_27022023049291', '0090016900_27022023049291', '0090016900_27022023049291']
Stack 17 with items: ['0090016900_27022023049291', '0090016900_27022023049291', '0090016900_27022023049291']
Stack 18 with items: ['0090016900_27022023049291', '0090016900_27022023049291', '0090016900_27022023049291']
Stack 19 with items: ['0090016900_27022023049291', '0090016900_27022023049291', '0090016900_27022023049291']
Stack 20 with items: ['0090016900_27022023049291', '0090016900_27022023049291', '0090016900_27022023049291']
Stack 21 with items: ['0090016900_27022023049291', '0090016900_27022023049291', '0090016900_27022023049291']
Stack 22 with items: ['0090016900_27022023049291', '0090016900_27022023049291', '0090016900_27022023049291']
Stack 23 with items: ['0090016900_27022023049291', '0090016900_27022023029509', '0090016900_27022023012519']
Stack 24 with items: ['0090016900_27022023016235', '0090016900_27022023016235', '0090016900_27022023016235']
Stack 25 with items: ['0090016900_27022023028178', '0090016900_27022023028178', '0090016900_27022023028178']
Stack 26 with items: ['0090016900_27022023016235', '0090016900_27022023016235', '0090016900_27022023016235']
Stack 27 with items: ['0090016900_27022023016235', '0090016900_27022023016235', '0090016900_27022023016235']
Stack 28 with items: ['0090016900_27022023028178', '0090016900_27022023028178', '0090016900_27022023028178']
Stack 29 with items: ['0090016900_27022023028178', '0090016900_27022023028178', '0090016900_27022023028178']
Heuristic packed all stacks
