dataset: C
instance: VA3
+-----------+
2D Packing Heuristic in Truck P103540901
Min2DVol: 30.720000000000013 [m2]
Stack 0 with items: ['0091017300_28022023021178', '0091017300_28022023020863', '0091017300_28022023020863']
Stack 1 with items: ['0091017300_28022023016944', '0091017300_28022023016944', '0091017300_28022023016944']
Stack 2 with items: ['0091017300_28022023016944', '0091017300_28022023016944', '0091017300_28022023016944']
Stack 3 with items: ['0091017300_28022023014261', '0091017300_28022023012282', '0091017300_28022023012025']
Stack 4 with items: ['0091017300_28022023012025', '0091017300_28022023012025', '0091017300_28022023012025']
Stack 5 with items: ['0091017300_28022023012025', '0091017300_28022023012025', '0091017300_28022023012025']
Stack 6 with items: ['0091017300_28022023012025', '0091017300_28022023012025', '0091017300_28022023012025']
Stack 7 with items: ['0091017300_28022023012025', '0091017300_28022023012025', '0091017300_28022023012025']
Stack 8 with items: ['0091017300_28022023012025', '0091017300_28022023010755', '0091017300_28022023010755']
Stack 9 with items: ['0091017300_28022023010560', '0091017300_28022023010560', '0091017300_28022023010560']
Stack 10 with items: ['0091017300_28022023010560', '0091017300_28022023010560', '0091017300_28022023010560']
Stack 11 with items: ['0091017300_28022023010560', '0091017300_28022023008828', '0091017300_28022023008828']
Stack 12 with items: ['0091017300_28022023008828', '0091017300_28022023008507', '0091017300_28022023008507']
Stack 13 with items: ['0091017300_28022023007735', '0091017300_28022023007197', '0091017300_28022023007197']
Stack 14 with items: ['0091017300_28022023007197', '0091017300_28022023007197', '0091017300_28022023007197']
Stack 15 with items: ['0091017300_28022023007197', '0091017300_28022023001391', '0091017300_28022023007197']
Heuristic packed all stacks
