dataset: C
instance: VA
+-----------+
2D Packing Heuristic in Truck P087532801
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0091017300_27022023034074', '0091017300_27022023034074', '0091017300_27022023034074']
Stack 1 with items: ['0091017300_27022023034074', '0091017300_27022023034074', '0091017300_27022023034074']
Stack 2 with items: ['0091017300_27022023034074', '0091017300_27022023034074', '0091017300_27022023034074']
Stack 3 with items: ['0091017300_27022023034074', '0091017300_27022023034074', '0091017300_27022023034074']
Stack 4 with items: ['0091017300_27022023034074', '0091017300_27022023034074', '0091017300_27022023034074']
Stack 5 with items: ['0091017300_27022023034074', '0091017300_27022023034074', '0091017300_27022023034074']
Stack 6 with items: ['0091017300_27022023034074', '0091017300_27022023034074', '0091017300_27022023034074']
Stack 7 with items: ['0091017300_27022023034074', '0091017300_27022023027855', '0091017300_27022023034074']
Stack 8 with items: ['0091017300_27022023027855', '0091017300_27022023027855', '0091017300_27022023027855']
Stack 9 with items: ['0091017300_27022023027855', '0091017300_27022023027855', '0091017300_27022023027855']
Stack 10 with items: ['0091017300_27022023027855', '0091017300_27022023027855', '0091017300_27022023027855']
Stack 11 with items: ['0091017300_27022023027855', '0091017300_27022023027855', '0091017300_27022023027855']
Stack 12 with items: ['0091017300_27022023027855', '0091017300_27022023027855', '0091017300_27022023027855']
Stack 13 with items: ['0091017300_27022023027855', '0091017300_27022023017839', '0091017300_27022023017839']
Stack 14 with items: ['0091017300_27022023017839', '0091017300_27022023016467', '0091017300_27022023017839']
Stack 15 with items: ['0091017300_27022023016467', '0091017300_27022023016467', '0091017300_27022023016467']
Stack 16 with items: ['0091017300_27022023016467', '0091017300_27022023016467', '0091017300_27022023016467']
Stack 17 with items: ['0091017300_27022023016467', '0091017300_27022023016467', '0091017300_27022023016467']
Stack 18 with items: ['0091017300_27022023016467', '0091017300_27022023016467', '0091017300_27022023016467']
Stack 19 with items: ['0091017300_27022023016467', '0091017300_27022023016467', '0091017300_27022023016467']
Stack 20 with items: ['0091017300_27022023013085', '0091017300_27022023013085', '0091017300_27022023013085']
Stack 21 with items: ['0091017300_27022023013085', '0091017300_27022023004779', '0091017300_27022023003178']
Stack 22 with items: ['0091017300_27022023003178', '0091017300_27022023003178', '0091017300_27022023003178']
Stack 23 with items: ['0091017300_27022023002190', '0091017300_27022023002190', '0091017300_27022023002190']
Stack 24 with items: ['0091017300_27022023002190', '0091017300_27022023002190']
Stack 25 with items: ['0091017300_27022023003752', '0091017300_27022023006342', '0091017300_27022023010649']
Heuristic packed all stacks
