dataset: X
instance: DO3
+-----------+
2D Packing Heuristic in Truck P198040301
Min2DVol: 30.480000000000025 [m2]
Stack 0 with items: ['0090019100_08062023008113', '0090019100_08062023007470', '0090019100_08062023005845']
Stack 1 with items: ['0090019100_08062023005845', '0090019100_08062023005845', '0090019100_08062023005845']
Stack 2 with items: ['0090019100_08062023005845', '0090019100_08062023005845', '0090019100_08062023005845']
Stack 3 with items: ['0090019100_08062023005845', '0090019100_08062023005845', '0090019100_08062023005845']
Stack 4 with items: ['0090019100_08062023005845', '0090019100_08062023005845', '0090019100_08062023005845']
Stack 5 with items: ['0090019100_08062023005845', '0090019100_08062023005845', '0090019100_08062023005845']
Stack 6 with items: ['0090019100_08062023005845', '0090019100_08062023005845', '0090019100_08062023005845']
Stack 7 with items: ['0090019100_08062023005845', '0090019100_08062023005845', '0090019100_08062023005845']
Stack 8 with items: ['0090019100_08062023005845', '0090019100_08062023005845', '0090019100_08062023005845']
Stack 9 with items: ['0090019100_08062023005845', '0090019100_08062023005524', '0090019100_08062023005845']
Stack 10 with items: ['0090019100_08062023005524', '0090019100_08062023005524', '0090019100_08062023005524']
Stack 11 with items: ['0090019100_08062023005524', '0090019100_08062023003934', '0090019100_08062023002472']
Stack 12 with items: ['0090019100_08062023002472', '0090019100_08062023002472', '0090019100_08062023002472']
Stack 13 with items: ['0090019100_08062023002472', '0090019100_08062023002472', '0090019100_08062023002472']
Stack 14 with items: ['0090019100_08062023002472', '0090019100_08062023000901', '0090019100_08062023000901']
Stack 15 with items: ['0090019100_08062023000901', '0090019100_08062023000901', '0090019100_08062023000901']
Stack 16 with items: ['0090019100_08062023000901', '0090019100_08062023000901', '0090019100_08062023000901']
Stack 17 with items: ['0090019100_08062023000796', '0090019100_08062023000796', '0090019100_08062023000796']
Stack 18 with items: ['0090019100_08062023000796', '0090019100_08062023000718', '0090019100_08062023000796']
Stack 19 with items: ['0090019100_08062023000718', '0090019100_08062023000718', '0090019100_08062023000718']
Stack 20 with items: ['0090019100_08062023000718', '0090019100_08062023000718', '0090019100_08062023000718']
Stack 21 with items: ['0090019100_08062023000718', '0090019100_08062023000718', '0090019100_08062023000718']
Stack 22 with items: ['0090019100_08062023000718', '0090019100_08062023000718', '0090019100_08062023000718']
Stack 23 with items: ['0090019100_08062023000718', '0090019100_08062023000718', '0090019100_08062023000718']
Stack 24 with items: ['0090019100_08062023000718', '0090019100_08062023000718', '0090019100_08062023000718']
Stack 25 with items: ['0090019100_08062023000718', '0090019100_08062023000718', '0090019100_08062023000718']
Stack 26 with items: ['0090019100_08062023000718', '0090019100_08062023000718', '0090019100_08062023000718']
Stack 27 with items: ['0090019100_08062023000718', '0090019100_08062023000167', '0090019100_08062023000718']
Stack 28 with items: ['0090019100_08062023004164', '0090019100_08062023004164', '0090019100_08062023004164']
Stack 29 with items: ['0090019100_08062023009042', '0090019100_08062023004164', '0090019100_08062023004164']
Stack 30 with items: ['0090019100_08062023004749', '0090019100_08062023005861', '0090019100_08062023005861', '0090019100_08062023005861']
Stack 31 with items: ['0090019100_08062023008830', '0090019100_08062023005861', '0090019100_08062023003430']
Stack 32 with items: ['0090019100_08062023004164', '0090019100_08062023002523', '0090019100_08062023004164']
Stack 33 with items: ['0090019100_08062023004164', '0090019100_08062023003430', '0090019100_08062023005861']
Stacks not packed:
Stack 0 missing: ['0090019100_08062023008113', '0090019100_08062023007470', '0090019100_08062023005845']
Stack 1 missing: ['0090019100_08062023005845', '0090019100_08062023005845', '0090019100_08062023005845']
Stack 2 missing: ['0090019100_08062023005845', '0090019100_08062023005845', '0090019100_08062023005845']
Stack 3 missing: ['0090019100_08062023005845', '0090019100_08062023005845', '0090019100_08062023005845']
Stack 4 missing: ['0090019100_08062023005845', '0090019100_08062023005845', '0090019100_08062023005845']
Stack 5 missing: ['0090019100_08062023005845', '0090019100_08062023005845', '0090019100_08062023005845']
Stack 6 missing: ['0090019100_08062023005845', '0090019100_08062023005845', '0090019100_08062023005845']
Stack 7 missing: ['0090019100_08062023005845', '0090019100_08062023005845', '0090019100_08062023005845']
Stack 8 missing: ['0090019100_08062023005845', '0090019100_08062023005845', '0090019100_08062023005845']
Stack 9 missing: ['0090019100_08062023005845', '0090019100_08062023005524', '0090019100_08062023005845']
Stack 10 missing: ['0090019100_08062023005524', '0090019100_08062023005524', '0090019100_08062023005524']
Stack 11 missing: ['0090019100_08062023005524', '0090019100_08062023003934', '0090019100_08062023002472']
Stack 15 missing: ['0090019100_08062023000901', '0090019100_08062023000901', '0090019100_08062023000901']
Stack 16 missing: ['0090019100_08062023000901', '0090019100_08062023000901', '0090019100_08062023000901']
Stack 27 missing: ['0090019100_08062023000718', '0090019100_08062023000167', '0090019100_08062023000718']
Stack 30 missing: ['0090019100_08062023004749', '0090019100_08062023005861', '0090019100_08062023005861', '0090019100_08062023005861']
