dataset: X
instance: MT2
+-----------+
2D Packing Heuristic in Truck P191501803
Min2DVol: 28.79999999999999 [m2]
Stack 0 with items: ['0091017700_08062023005483', '0091017700_08062023005483', '0091017700_08062023005483']
Stack 1 with items: ['0091017700_08062023005483', '0091017700_08062023005483', '0091017700_08062023005483']
Stack 2 with items: ['0091017700_08062023005483', '0091017700_08062023005483', '0091017700_08062023005483']
Stack 3 with items: ['0091017700_08062023005483', '0091017700_08062023005483', '0091017700_08062023005483']
Stack 4 with items: ['0091017700_08062023005483', '0091017700_08062023005483', '0091017700_08062023005483']
Stack 5 with items: ['0091017700_08062023005483', '0091017700_08062023005086', '0091017700_08062023005483']
Stack 6 with items: ['0091017700_08062023005086', '0091017700_08062023005086', '0091017700_08062023005086']
Stack 7 with items: ['0091017700_08062023005086', '0091017700_08062023005086', '0091017700_08062023005086']
Stack 8 with items: ['0091017700_08062023005086', '0091017700_08062023005086', '0091017700_08062023005086']
Stack 9 with items: ['0091017700_08062023005086', '0091017700_08062023005019', '0091017700_08062023005086']
Stack 10 with items: ['0091017700_08062023005019', '0091017700_08062023004969', '0091017700_08062023004969']
Stack 11 with items: ['0091017700_08062023004969', '0091017700_08062023004969', '0091017700_08062023004969']
Stack 12 with items: ['0091017700_08062023004969', '0091017700_08062023004443', '0091017700_08062023004443']
Stack 13 with items: ['0091017700_08062023004443', '0091017700_08062023004443', '0091017700_08062023004443']
Stack 14 with items: ['0091017700_08062023004443', '0091017700_08062023004443', '0091017700_08062023004443']
Stack 15 with items: ['0091017700_08062023004239', '0091017700_08062023004239', '0091017700_08062023004239']
Stack 16 with items: ['0091017700_08062023004239', '0091017700_08062023004239', '0091017700_08062023004239']
Stack 17 with items: ['0091017700_08062023004239', '0091017700_08062023004239', '0091017700_08062023004239']
Stack 18 with items: ['0091017700_08062023004239', '0091017700_08062023004239', '0091017700_08062023004239']
Stack 19 with items: ['0091017700_08062023004239', '0091017700_08062023004239', '0091017700_08062023004239']
Stack 20 with items: ['0091017700_08062023004239', '0091017700_08062023004239', '0091017700_08062023004239']
Stack 21 with items: ['0091017700_08062023004239', '0091017700_08062023004239', '0091017700_08062023004239']
Stack 22 with items: ['0091017700_08062023004239', '0091017700_08062023004239', '0091017700_08062023004239']
Stack 23 with items: ['0091017700_08062023004239', '0091017700_08062023001892', '0091017700_08062023001892']
Heuristic packed all stacks
