dataset: X
instance: MT5
+-----------+
2D Packing Heuristic in Truck P201630001
Min2DVol: 19.199999999999996 [m2]
Stack 0 with items: ['0091017700_14062023004553', '0091017700_14062023003723']
Stack 1 with items: ['0091017700_14062023003723', '0091017700_14062023003723']
Stack 2 with items: ['0091017700_14062023003723', '0091017700_14062023003723']
Stack 3 with items: ['0091017700_14062023003723', '0091017700_14062023003723']
Stack 4 with items: ['0091017700_14062023003723', '0091017700_14062023003723']
Stack 5 with items: ['0091017700_14062023003723', '0091017700_14062023003723']
Stack 6 with items: ['0091017700_14062023003723', '0091017700_14062023003723']
Stack 7 with items: ['0091017700_14062023003493', '0091017700_14062023003493']
Stack 8 with items: ['0091017700_14062023003493', '0091017700_14062023003493']
Stack 9 with items: ['0091017700_14062023003493', '0091017700_14062023003493']
Stack 10 with items: ['0091017700_14062023003493', '0091017700_14062023003493']
Stack 11 with items: ['0091017700_14062023003493', '0091017700_14062023003226']
Stack 12 with items: ['0091017700_14062023003226', '0091017700_14062023002007']
Stack 13 with items: ['0091017700_14062023002007', '0091017700_14062023002007']
Stack 14 with items: ['0091017700_14062023002007', '0091017700_14062023001414']
Stack 15 with items: ['0091017700_14062023001414', '0091017700_14062023001414']
Heuristic packed all stacks
