dataset: C
instance: TA3
+-----------+
2D Packing Heuristic in Truck P086384811
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090038300_28022023027502', '0090038300_28022023027502', '0090038300_28022023027502']
Stack 1 with items: ['0090038300_28022023027502', '0090038300_28022023027502', '0090038300_28022023027502']
Stack 2 with items: ['0090038300_28022023027502', '0090038300_28022023027502', '0090038300_28022023027502']
Stack 3 with items: ['0090038300_28022023027502', '0090038300_28022023027502', '0090038300_28022023027502']
Stack 4 with items: ['0090038300_28022023027502', '0090038300_28022023027502', '0090038300_28022023027502']
Stack 5 with items: ['0090038300_28022023027502', '0090038300_28022023027502', '0090038300_28022023027502']
Stack 6 with items: ['0090038300_28022023027502', '0090038300_28022023027502', '0090038300_28022023027502']
Stack 7 with items: ['0090038300_28022023027502', '0090038300_28022023027502', '0090038300_28022023027502']
Stack 8 with items: ['0090038300_28022023027502', '0090038300_28022023027502', '0090038300_28022023027502']
Stack 9 with items: ['0090038300_28022023027502', '0090038300_28022023017267', '0090038300_28022023027502']
Stack 10 with items: ['0090038300_28022023017267', '0090038300_28022023017267', '0090038300_28022023017267']
Stack 11 with items: ['0090038300_28022023017267', '0090038300_28022023017267', '0090038300_28022023017267']
Stack 12 with items: ['0090038300_28022023017267', '0090038300_28022023017267', '0090038300_28022023017267']
Stack 13 with items: ['0090038300_28022023017267', '0090038300_28022023017267', '0090038300_28022023017267']
Stack 14 with items: ['0090038300_28022023017267', '0090038300_28022023017267', '0090038300_28022023017267']
Stack 15 with items: ['0090038300_28022023015472', '0090038300_28022023013141', '0090038300_28022023015472']
Stack 16 with items: ['0090038300_28022023013141', '0090038300_28022023013141', '0090038300_28022023013141']
Stack 17 with items: ['0090038300_28022023013141', '0090038300_28022023013141', '0090038300_28022023013141']
Stack 18 with items: ['0090038300_28022023013141', '0090038300_28022023013141', '0090038300_28022023013141']
Stack 19 with items: ['0090038300_28022023013141', '0090038300_28022023013141', '0090038300_28022023013141']
Stack 20 with items: ['0090038300_28022023013141', '0090038300_28022023013141', '0090038300_28022023013141']
Stack 21 with items: ['0090038300_28022023013141', '0090038300_28022023013141', '0090038300_28022023013141']
Stack 22 with items: ['0090038300_28022023013141', '0090038300_28022023013141', '0090038300_28022023013141']
Stack 23 with items: ['0090038300_28022023013141', '0090038300_28022023013141', '0090038300_28022023013141']
Stack 24 with items: ['0090038300_28022023013141', '0090038300_28022023013141', '0090038300_28022023013141']
Stack 25 with items: ['0090038300_28022023013141', '0090038300_28022023013141', '0090038300_28022023013141']
Heuristic packed all stacks
