dataset: B
instance: SA
+-----------+
2D Packing Heuristic in Truck P347234401
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090017100_26102022012369', '0090017100_26102022012369', '0090017100_26102022012369']
Stack 1 with items: ['0090017100_26102022012369', '0090017100_26102022012369', '0090017100_26102022012369']
Stack 2 with items: ['0090017100_26102022012369', '0090017100_26102022012369', '0090017100_26102022012369']
Stack 3 with items: ['0090017100_26102022012369', '0090017100_26102022012369', '0090017100_26102022012369']
Stack 4 with items: ['0090017100_26102022012369', '0090017100_26102022012369', '0090017100_26102022012369']
Stack 5 with items: ['0090017100_26102022012369', '0090017100_26102022007796', '0090017100_26102022006559']
Stack 6 with items: ['0090017100_26102022006559', '0090017100_26102022006559', '0090017100_26102022006559']
Stack 7 with items: ['0090017100_26102022006559', '0090017100_26102022004959', '0090017100_26102022004959']
Stack 8 with items: ['0090017100_26102022003702', '0090017100_26102022003702', '0090017100_26102022003702']
Stack 9 with items: ['0090017100_26102022003702', '0090017100_26102022003702', '0090017100_26102022003702']
Stack 10 with items: ['0090017100_26102022003702', '0090017100_26102022003702', '0090017100_26102022003702']
Stack 11 with items: ['0090017100_26102022003702', '0090017100_26102022003702', '0090017100_26102022003702']
Stack 12 with items: ['0090017100_26102022003702', '0090017100_26102022003702', '0090017100_26102022003702']
Stack 13 with items: ['0090017100_26102022003702', '0090017100_26102022003443', '0090017100_26102022003443']
Stack 14 with items: ['0090017100_26102022003443', '0090017100_26102022003443', '0090017100_26102022003443']
Stack 15 with items: ['0090017100_26102022003443', '0090017100_26102022003443', '0090017100_26102022003443']
Stack 16 with items: ['0090017100_26102022003443', '0090017100_26102022003443', '0090017100_26102022003443']
Stack 17 with items: ['0090017100_26102022003443', '0090017100_26102022003443', '0090017100_26102022003443']
Stack 18 with items: ['0090017100_26102022003443', '0090017100_26102022003443', '0090017100_26102022003443']
Stack 19 with items: ['0090017100_26102022003443', '0090017100_26102022003443', '0090017100_26102022003443']
Stack 20 with items: ['0090017100_26102022003443', '0090017100_26102022003443', '0090017100_26102022003443']
Stack 21 with items: ['0090017100_26102022003443', '0090017100_26102022003443', '0090017100_26102022003443']
Stack 22 with items: ['0090017100_26102022003443', '0090017100_26102022003443', '0090017100_26102022003443']
Stack 23 with items: ['0090017100_26102022003443', '0090017100_26102022003249', '0090017100_26102022003249']
Stack 24 with items: ['0090017100_26102022003249', '0090017100_26102022003249', '0090017100_26102022003249']
Stack 25 with items: ['0090017100_26102022001678', '0090017100_26102022000080', '0090017100_26102022001678']
Heuristic packed all stacks
