dataset: C
instance: MT
+-----------+
2D Packing Heuristic in Truck P109621601
Min2DVol: 32.88762000000001 [m2]
Stack 0 with items: ['0091017700_27022023007787']
Stack 1 with items: ['0091017700_27022023006681', '0091017700_27022023006681']
Stack 2 with items: ['0091017700_27022023006681', '0091017700_27022023006681']
Stack 3 with items: ['0091017700_27022023006681', '0091017700_27022023006681']
Stack 4 with items: ['0091017700_27022023006681', '0091017700_27022023006681']
Stack 5 with items: ['0091017700_27022023006681', '0091017700_27022023006681']
Stack 6 with items: ['0091017700_27022023006681', '0091017700_27022023006681']
Stack 7 with items: ['0091017700_27022023006681', '0091017700_27022023006681']
Stack 8 with items: ['0091017700_27022023006681', '0091017700_27022023006681']
Stack 9 with items: ['0091017700_27022023006368', '0091017700_27022023006368']
Stack 10 with items: ['0091017700_27022023006368', '0091017700_27022023006368']
Stack 11 with items: ['0091017700_27022023006368', '0091017700_27022023006368']
Stack 12 with items: ['0091017700_27022023006368', '0091017700_27022023006368']
Stack 13 with items: ['0091017700_27022023006368', '0091017700_27022023006368']
Stack 14 with items: ['0091017700_27022023006368', '0091017700_27022023005959']
Stack 15 with items: ['0091017700_27022023005936', '0091017700_27022023005936']
Stack 16 with items: ['0091017700_27022023005936', '0091017700_27022023005936']
Stack 17 with items: ['0091017700_27022023005035', '0091017700_27022023005035']
Stack 18 with items: ['0091017700_27022023005035', '0091017700_27022023004646']
Stack 19 with items: ['0091017700_27022023004646', '0091017700_27022023004646']
Stack 20 with items: ['0091017700_27022023004646', '0091017700_27022023004646']
Stack 21 with items: ['0091017700_27022023004646', '0091017700_27022023004582']
Stack 22 with items: ['0091017700_27022023004582', '0091017700_27022023003726']
Stack 23 with items: ['0091017700_27022023003726', '0091017700_27022023003726']
Stack 24 with items: ['0091017700_27022023002016', '0091017700_27022023002016']
Stack 25 with items: ['0091017700_27022023001521', '0091017700_27022023001521']
Stack 26 with items: ['0091017700_27022023001186', '0091017700_27022023001186']
Stacks not packed:
Stack 25 missing: ['0091017700_27022023001521', '0091017700_27022023001521']
