dataset: X
instance: RM4
+-----------+
2D Packing Heuristic in Truck P196391311
Min2DVol: 31.218059999999987 [m2]
Stack 0 with items: ['0090038200_14062023008721', '0090038200_14062023000298']
Stack 1 with items: ['0090038200_14062023024822', '0090038200_14062023022242', '0090038200_14062023024822']
Stack 2 with items: ['0090038200_14062023022242', '0090038200_14062023022242', '0090038200_14062023022242']
Stack 3 with items: ['0090038200_14062023020180', '0090038200_14062023014747', '0090038200_14062023020180']
Stack 4 with items: ['0090038200_14062023014747', '0090038200_14062023014747', '0090038200_14062023014747']
Stack 5 with items: ['0090038200_14062023014747', '0090038200_14062023013067', '0090038200_14062023013067']
Stack 6 with items: ['0090038200_14062023013067', '0090038200_14062023013067', '0090038200_14062023013067']
Stack 7 with items: ['0090038200_14062023013067', '0090038200_14062023012036', '0090038200_14062023013067']
Stack 8 with items: ['0090038200_14062023012036', '0090038200_14062023012036', '0090038200_14062023012036']
Stack 9 with items: ['0090038200_14062023009587', '0090038200_14062023009587', '0090038200_14062023009587']
Stack 10 with items: ['0090038200_14062023008218', '0090038200_14062023008218', '0090038200_14062023008218']
Stack 11 with items: ['0090038200_14062023008218', '0090038200_14062023006844', '0090038200_14062023006844']
Stack 12 with items: ['0090038200_14062023006305', '0090038200_14062023006305', '0090038200_14062023006305']
Stack 13 with items: ['0090038200_14062023006305', '0090038200_14062023005559', '0090038200_14062023006305']
Stack 14 with items: ['0090038200_14062023005559', '0090038200_14062023004100', '0090038200_14062023005559']
Stack 15 with items: ['0090038200_14062023004100', '0090038200_14062023002340', '0090038200_14062023002340']
Stack 16 with items: ['0090038200_14062023002340', '0090038200_14062023002340', '0090038200_14062023002340']
Stack 17 with items: ['0090038200_14062023002340', '0090038200_14062023002340', '0090038200_14062023002340']
Stack 18 with items: ['0090038200_14062023002340', '0090038200_14062023002340', '0090038200_14062023002340']
Stack 19 with items: ['0090038200_14062023002340', '0090038200_14062023002340', '0090038200_14062023002340']
Stack 20 with items: ['0090038200_14062023002340', '0090038200_14062023001521', '0090038200_14062023002340']
Stack 21 with items: ['0090038200_14062023001521', '0090038200_14062023001521', '0090038200_14062023001521']
Stack 22 with items: ['0090038200_14062023000697', '0090038200_14062023000697', '0090038200_14062023000697']
Stack 23 with items: ['0090038200_14062023000697', '0090038200_14062023000697', '0090038200_14062023000697']
Stack 24 with items: ['0090038200_14062023000697', '0090038200_14062023000697', '0090038200_14062023000697']
Stack 25 with items: ['0090038200_14062023000697', '0090038200_14062023000697', '0090038200_14062023000697']
Heuristic packed all stacks
