dataset: C
instance: DO2
+-----------+
2D Packing Heuristic in Truck P095040107
Min2DVol: 31.86012 [m2]
Stack 0 with items: ['0090019100_28022023017311', '0090019100_28022023017311', '0090019100_28022023017311', '0090019100_28022023017311']
Stack 1 with items: ['0090019100_28022023000924', '0090019100_28022023000924', '0090019100_28022023000924', '0090019100_28022023000924']
Stack 2 with items: ['0090019100_28022023017004', '0090019100_28022023015249', '0090019100_28022023014845', '0090019100_28022023017004']
Stack 3 with items: ['0090019100_28022023013383', '0090019100_28022023006870', '0090019100_28022023004442', '0090019100_28022023013383']
Stack 4 with items: ['0090019100_28022023022555', '0090019100_28022023012325']
Stack 5 with items: ['0090019100_28022023022555', '0090019100_28022023022555']
Stack 6 with items: ['0090019100_28022023012325', '0090019100_28022023012325']
Stack 7 with items: ['0090019100_28022023022555', '0090019100_28022023022555']
Stack 8 with items: ['0090019100_28022023012325', '0090019100_28022023012325']
Stack 9 with items: ['0090019100_28022023022555', '0090019100_28022023022555']
Stack 10 with items: ['0090019100_28022023012325', '0090019100_28022023012325']
Stack 11 with items: ['0090019100_28022023012325', '0090019100_28022023012325']
Stack 12 with items: ['0090019100_28022023012325', '0090019100_28022023012325']
Stack 13 with items: ['0090019100_28022023022555', '0090019100_28022023022555']
Stack 14 with items: ['0090019100_28022023012325', '0090019100_28022023012325']
Stack 15 with items: ['0090019100_28022023022555', '0090019100_28022023022555']
Stack 16 with items: ['0090019100_28022023022555', '0090019100_28022023012325']
Stack 17 with items: ['0090019100_28022023012325', '0090019100_28022023012325']
Heuristic packed all stacks
