dataset: A
instance: FL
+-----------+
2D Packing Heuristic in Truck P248171305
Min2DVol: 26.88000000000001 [m2]
Stack 0 with items: ['0090015100_03072022010317', '0090015100_03072022010317']
Stack 1 with items: ['0090015100_03072022010317', '0090015100_03072022010317']
Stack 2 with items: ['0090015100_03072022010317', '0090015100_03072022004081']
Stack 3 with items: ['0090015100_03072022004081', '0090015100_03072022004081']
Stack 4 with items: ['0090015100_03072022004081', '0090015100_03072022001128']
Stack 5 with items: ['0090015100_03072022001128', '0090015100_03072022001128']
Stack 6 with items: ['0090015100_03072022001128', '0090015100_03072022001128']
Stack 7 with items: ['0090015100_03072022001128', '0090015100_03072022001128']
Stack 8 with items: ['0090015100_03072022001128', '0090015100_03072022001128']
Stack 9 with items: ['0090015100_03072022001128', '0090015100_03072022001128']
Stack 10 with items: ['0090015100_03072022001128', '0090015100_03072022001128']
Stack 11 with items: ['0090015100_03072022001128', '0090015100_03072022001128']
Stack 12 with items: ['0090015100_03072022001128', '0090015100_03072022001128']
Stack 13 with items: ['0090015100_03072022001128', '0090015100_03072022001128']
Heuristic packed all stacks
