dataset: C
instance: DO3
+-----------+
2D Packing Heuristic in Truck P104041117
Min2DVol: 29.520000000000003 [m2]
Stack 0 with items: ['0090019100_28022023018314', '0090019100_28022023012280', '0090019100_28022023012280', '0090019100_28022023011695']
Stack 1 with items: ['0090019100_28022023010769', '0090019100_28022023008762', '0090019100_28022023008762', '0090019100_28022023010769']
Stack 2 with items: ['0090019100_28022023003762', '0090019100_28022023002601', '0090019100_28022023002601', '0090019100_28022023003762']
Stack 3 with items: ['0090019100_28022023015825', '0090019100_28022023015825']
Stack 4 with items: ['0090019100_28022023015825', '0090019100_28022023015825']
Stack 5 with items: ['0090019100_28022023015825', '0090019100_28022023015825']
Stack 6 with items: ['0090019100_28022023015825', '0090019100_28022023015825']
Stack 7 with items: ['0090019100_28022023015825', '0090019100_28022023015825']
Stack 8 with items: ['0090019100_28022023015825', '0090019100_28022023015825']
Stack 9 with items: ['0090019100_28022023015825', '0090019100_28022023015825']
Stack 10 with items: ['0090019100_28022023015825', '0090019100_28022023015825']
Stack 11 with items: ['0090019100_28022023015825', '0090019100_28022023015825']
Stack 12 with items: ['0090019100_28022023015825', '0090019100_28022023015825']
Stack 13 with items: ['0090019100_28022023015825', '0090019100_28022023015825']
Stack 14 with items: ['0090019100_28022023015825', '0090019100_28022023015825']
Heuristic packed all stacks
