dataset: C
instance: MA
+-----------+
2D Packing Heuristic in Truck P108234201
Min2DVol: 24.349259999999994 [m2]
Stack 0 with items: ['0090016200_27022023035015', '0090016200_27022023035015', '0090016200_27022023035015']
Stack 1 with items: ['0090016200_27022023035015', '0090016200_27022023035015', '0090016200_27022023035015']
Stack 2 with items: ['0090016200_27022023029213', '0090016200_27022023029213', '0090016200_27022023029213']
Stack 3 with items: ['0090016200_27022023029213', '0090016200_27022023029213', '0090016200_27022023029213']
Stack 4 with items: ['0090016200_27022023029213', '0090016200_27022023028321', '0090016200_27022023028321']
Stack 5 with items: ['0090016200_27022023028321', '0090016200_27022023028321', '0090016200_27022023028321']
Stack 6 with items: ['0090016200_27022023028321', '0090016200_27022023024976', '0090016200_27022023024976']
Stack 7 with items: ['0090016200_27022023024976', '0090016200_27022023024976', '0090016200_27022023024976']
Stack 8 with items: ['0090016200_27022023024976', '0090016200_27022023024976', '0090016200_27022023024976']
Stack 9 with items: ['0090016200_27022023019663', '0090016200_27022023019663', '0090016200_27022023019663']
Stack 10 with items: ['0090016200_27022023018452', '0090016200_27022023018452', '0090016200_27022023018452']
Stack 11 with items: ['0090016200_27022023018452', '0090016200_27022023018452', '0090016200_27022023018452']
Stack 12 with items: ['0090016200_27022023012960', '0090016200_27022023012960', '0090016200_27022023012960']
Stack 13 with items: ['0090016200_27022023012960', '0090016200_27022023012960', '0090016200_27022023012960']
Stack 14 with items: ['0090016200_27022023012960', '0090016200_27022023012385', '0090016200_27022023012960']
Stack 15 with items: ['0090016200_27022023012385', '0090016200_27022023012385', '0090016200_27022023012385']
Stack 16 with items: ['0090016200_27022023012385', '0090016200_27022023009836', '0090016200_27022023012385']
Stack 17 with items: ['0090016200_27022023009836', '0090016200_27022023009836', '0090016200_27022023009836']
Stack 18 with items: ['0090016200_27022023009836', '0090016200_27022023009021', '0090016200_27022023009836']
Stack 19 with items: ['0090016200_27022023009021', '0090016200_27022023009021']
Heuristic packed all stacks
