dataset: X
instance: DO
+-----------+
2D Packing Heuristic in Truck P191041115
Min2DVol: 27.84 [m2]
Stack 0 with items: ['0090019100_08062023001977', '0090019100_08062023001977']
Stack 1 with items: ['0090019100_08062023001977', '0090019100_08062023001977']
Stack 2 with items: ['0090019100_08062023001977', '0090019100_08062023001977']
Stack 3 with items: ['0090019100_08062023004170', '0090019100_08062023004170']
Stack 4 with items: ['0090019100_08062023004170', '0090019100_08062023004170']
Stack 5 with items: ['0090019100_08062023004170', '0090019100_08062023004170']
Stack 6 with items: ['0090019100_08062023004170', '0090019100_08062023004170']
Stack 7 with items: ['0090019100_08062023004170', '0090019100_08062023004170']
Stack 8 with items: ['0090019100_08062023004170', '0090019100_08062023004170']
Stack 9 with items: ['0090019100_08062023003717', '0090019100_08062023003717']
Stack 10 with items: ['0090019100_08062023003717', '0090019100_08062023003717']
Stack 11 with items: ['0090019100_08062023003717', '0090019100_08062023003717']
Stack 12 with items: ['0090019100_08062023003717', '0090019100_08062023003717']
Stack 13 with items: ['0090019100_08062023008250', '0090019100_08062023008250']
Heuristic packed all stacks
