dataset: A
instance: SA2
+-----------+
2D Packing Heuristic in Truck P196051311
Min2DVol: 27.007012500000013 [m2]
Stack 0 with items: ['0090017100_03072022013447', '0090017100_03072022008515', '0090017100_03072022016520']
Stack 1 with items: ['0090017100_03072022000030', '0090017100_03072022000030', '0090017100_03072022008382', '0090017100_03072022008515']
Stack 2 with items: ['0090017100_03072022017039', '0090017100_03072022014179', '0090017100_03072022013447']
Stack 3 with items: ['0090017100_03072022014001', '0090017100_03072022011366', '0090017100_03072022003886']
Stack 4 with items: ['0090017100_03072022014179', '0090017100_03072022014179', '0090017100_03072022016520']
Stack 5 with items: ['0090017100_03072022014175', '0090017100_03072022014175', '0090017100_03072022014175']
Stack 6 with items: ['0090017100_03072022014175', '0090017100_03072022014175', '0090017100_03072022014175']
Stack 7 with items: ['0090017100_03072022014175', '0090017100_03072022014175', '0090017100_03072022014175']
Stack 8 with items: ['0090017100_03072022014175', '0090017100_03072022014175', '0090017100_03072022014175']
Stack 9 with items: ['0090017100_03072022014175', '0090017100_03072022014175', '0090017100_03072022014175']
Stack 10 with items: ['0090017100_03072022014175', '0090017100_03072022014175', '0090017100_03072022014175']
Stack 11 with items: ['0090017100_03072022014175', '0090017100_03072022014020', '0090017100_03072022014020']
Stack 12 with items: ['0090017100_03072022013486', '0090017100_03072022013486', '0090017100_03072022013486']
Stack 13 with items: ['0090017100_03072022012907', '0090017100_03072022012907', '0090017100_03072022012907']
Stack 14 with items: ['0090017100_03072022012907', '0090017100_03072022012907', '0090017100_03072022012907']
Stack 15 with items: ['0090017100_03072022012213', '0090017100_03072022012213', '0090017100_03072022012213']
Stack 16 with items: ['0090017100_03072022012213', '0090017100_03072022011452', '0090017100_03072022012213']
Stack 17 with items: ['0090017100_03072022011452', '0090017100_03072022011452', '0090017100_03072022011452']
Stack 18 with items: ['0090017100_03072022011452', '0090017100_03072022011387', '0090017100_03072022009755']
Stack 19 with items: ['0090017100_03072022009755', '0090017100_03072022009755', '0090017100_03072022009755']
Stack 20 with items: ['0090017100_03072022009755', '0090017100_03072022008337', '0090017100_03072022009755']
Stack 21 with items: ['0090017100_03072022008337', '0090017100_03072022008337', '0090017100_03072022008337']
Stack 22 with items: ['0090017100_03072022008337', '0090017100_03072022008337', '0090017100_03072022008337']
Stack 23 with items: ['0090017100_03072022005846', '0090017100_03072022005846', '0090017100_03072022005846']
Stack 24 with items: ['0090017100_03072022005846', '0090017100_03072022002560', '0090017100_03072022002560']
Stack 25 with items: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
Stack 26 with items: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
Stack 27 with items: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
Stack 28 with items: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
Stack 29 with items: ['0090017100_03072022009969', '0090017100_03072022001928']
Stacks not packed:
Stack 1 missing: ['0090017100_03072022000030', '0090017100_03072022000030', '0090017100_03072022008382', '0090017100_03072022008515']
Stack 2 missing: ['0090017100_03072022017039', '0090017100_03072022014179', '0090017100_03072022013447']
Stack 3 missing: ['0090017100_03072022014001', '0090017100_03072022011366', '0090017100_03072022003886']
Stack 12 missing: ['0090017100_03072022013486', '0090017100_03072022013486', '0090017100_03072022013486']
Stack 13 missing: ['0090017100_03072022012907', '0090017100_03072022012907', '0090017100_03072022012907']
Stack 14 missing: ['0090017100_03072022012907', '0090017100_03072022012907', '0090017100_03072022012907']
Stack 17 missing: ['0090017100_03072022011452', '0090017100_03072022011452', '0090017100_03072022011452']
Stack 18 missing: ['0090017100_03072022011452', '0090017100_03072022011387', '0090017100_03072022009755']
Stack 19 missing: ['0090017100_03072022009755', '0090017100_03072022009755', '0090017100_03072022009755']
Stack 25 missing: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
Stack 26 missing: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
Stack 27 missing: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
Stack 28 missing: ['0090017100_03072022001561', '0090017100_03072022001561', '0090017100_03072022001561']
