dataset: C
instance: FL
+-----------+
2D Packing Heuristic in Truck P111076305
Min2DVol: 32.472239999999985 [m2]
Stack 0 with items: ['0090015100_27022023003703', '0090015100_27022023003703']
Stack 1 with items: ['0090015100_27022023007384', '0090015100_27022023007384']
Stack 2 with items: ['0090015100_27022023007199']
Stack 3 with items: ['0090015100_27022023000546']
Stack 4 with items: ['0090015100_27022023007400', '0090015100_27022023007400', '0090015100_27022023007400']
Stack 5 with items: ['0090015100_27022023007400', '0090015100_27022023007299', '0090015100_27022023007400']
Stack 6 with items: ['0090015100_27022023007299', '0090015100_27022023006509', '0090015100_27022023006509']
Stack 7 with items: ['0090015100_27022023006509', '0090015100_27022023006509', '0090015100_27022023006509']
Stack 8 with items: ['0090015100_27022023006509', '0090015100_27022023006509', '0090015100_27022023006509']
Stack 9 with items: ['0090015100_27022023006509', '0090015100_27022023006423', '0090015100_27022023006509']
Stack 10 with items: ['0090015100_27022023006423', '0090015100_27022023006423', '0090015100_27022023006423']
Stack 11 with items: ['0090015100_27022023006423', '0090015100_27022023006423', '0090015100_27022023006423']
Stack 12 with items: ['0090015100_27022023006423', '0090015100_27022023005236', '0090015100_27022023006423']
Stack 13 with items: ['0090015100_27022023005236', '0090015100_27022023003267', '0090015100_27022023003267']
Stack 14 with items: ['0090015100_27022023003267', '0090015100_27022023003267', '0090015100_27022023003267']
Stack 15 with items: ['0090015100_27022023003267', '0090015100_27022023003267', '0090015100_27022023003267']
Stack 16 with items: ['0090015100_27022023002180', '0090015100_27022023002180', '0090015100_27022023002180']
Stack 17 with items: ['0090015100_27022023002180', '0090015100_27022023002180', '0090015100_27022023002180']
Stack 18 with items: ['0090015100_27022023001522', '0090015100_27022023001522', '0090015100_27022023001522']
Stack 19 with items: ['0090015100_27022023001522', '0090015100_27022023000932', '0090015100_27022023000932']
Stack 20 with items: ['0090015100_27022023000932', '0090015100_27022023000932', '0090015100_27022023000932']
Stack 21 with items: ['0090015100_27022023000932', '0090015100_27022023000932', '0090015100_27022023000932']
Stack 22 with items: ['0090015100_27022023006528', '0090015100_27022023006528', '0090015100_27022023006528']
Stack 23 with items: ['0090015100_27022023006528', '0090015100_27022023006528', '0090015100_27022023006528']
Stack 24 with items: ['0090015100_27022023006528', '0090015100_27022023006528', '0090015100_27022023006528']
Stack 25 with items: ['0090015100_27022023006528', '0090015100_27022023006528', '0090015100_27022023006528']
Stack 26 with items: ['0090015100_27022023006528', '0090015100_27022023006528', '0090015100_27022023006528']
Stacks not packed:
Stack 2 missing: ['0090015100_27022023007199']
